,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
4099,25-34 years,France,2640000000000.0,3829316.0,3746.9,male,3.0,805.0,2249.0,2010.0
4100,75+ years,France,2640000000000.0,3538923.0,3746.9,female,2.0,464.0,2249.0,2010.0
4101,55-74 years,France,2640000000000.0,6785286.0,3746.9,female,2.0,889.0,2249.0,2010.0
4102,35-54 years,France,2640000000000.0,8736585.0,3746.9,female,2.0,1074.0,2249.0,2010.0
4103,15-24 years,France,2640000000000.0,3937209.0,3746.9,male,1.0,385.0,2249.0,2010.0
4104,25-34 years,France,2640000000000.0,3906931.0,3746.9,female,1.0,177.0,2249.0,2010.0
4105,15-24 years,France,2640000000000.0,3823806.0,3746.9,female,1.0,117.0,2249.0,2010.0
4106,5-14 years,France,2640000000000.0,3947453.0,3746.9,male,1.0,23.0,2249.0,2010.0
4107,5-14 years,France,2640000000000.0,3763028.0,3746.9,female,1.0,17.0,2249.0,2010.0
4108,75+ years,France,2860000000000.0,2127014.0,3998.8,male,7.0,1423.0,2249.0,2011.0
4109,35-54 years,France,2860000000000.0,8492211.0,3998.8,male,4.0,3151.0,2249.0,2011.0
4110,55-74 years,France,2860000000000.0,6298402.0,3998.8,male,4.0,2048.0,2249.0,2011.0
4111,25-34 years,France,2860000000000.0,3844358.0,3998.8,male,3.0,778.0,2249.0,2011.0
4112,75+ years,France,2860000000000.0,3588632.0,3998.8,female,2.0,453.0,2249.0,2011.0
4113,55-74 years,France,2860000000000.0,6902929.0,3998.8,female,2.0,846.0,2249.0,2011.0
4114,35-54 years,France,2860000000000.0,8695673.0,3998.8,female,2.0,1011.0,2249.0,2011.0
4115,15-24 years,France,2860000000000.0,3914976.0,3998.8,male,1.0,367.0,2249.0,2011.0
4116,25-34 years,France,2860000000000.0,3930109.0,3998.8,female,1.0,171.0,2249.0,2011.0
4117,15-24 years,France,2860000000000.0,3794959.0,3998.8,female,1.0,124.0,2249.0,2011.0
4118,5-14 years,France,2860000000000.0,3969371.0,3998.8,male,1.0,23.0,2249.0,2011.0
4119,5-14 years,France,2860000000000.0,3786009.0,3998.8,female,1.0,13.0,2249.0,2011.0
4120,75+ years,France,2680000000000.0,2168819.0,3769.5,male,7.0,1415.0,2249.0,2012.0
4121,35-54 years,France,2680000000000.0,8465545.0,3769.5,male,4.0,2903.0,2249.0,2012.0
4122,55-74 years,France,2680000000000.0,6408537.0,3769.5,male,4.0,1939.0,2249.0,2012.0
4123,25-34 years,France,2680000000000.0,3856840.0,3769.5,male,2.0,688.0,2249.0,2012.0
4124,75+ years,France,2680000000000.0,3626173.0,3769.5,female,2.0,459.0,2249.0,2012.0
4125,55-74 years,France,2680000000000.0,7023009.0,3769.5,female,2.0,767.0,2249.0,2012.0
4126,35-54 years,France,2680000000000.0,8655592.0,3769.5,female,2.0,891.0,2249.0,2012.0
4127,15-24 years,France,2680000000000.0,3900107.0,3769.5,male,1.0,359.0,2249.0,2012.0
4128,25-34 years,France,2680000000000.0,3948305.0,3769.5,female,1.0,183.0,2249.0,2012.0
4129,15-24 years,France,2680000000000.0,3776265.0,3769.5,female,1.0,106.0,2249.0,2012.0
4130,5-14 years,France,2680000000000.0,3995444.0,3769.5,male,1.0,22.0,2249.0,2012.0
4131,5-14 years,France,2680000000000.0,3813821.0,3769.5,female,1.0,11.0,2249.0,2012.0
4132,75+ years,France,2810000000000.0,2201053.0,3945.0,male,7.0,1342.0,2249.0,2013.0
4133,35-54 years,France,2810000000000.0,8444516.0,3945.0,male,4.0,2852.0,2249.0,2013.0
4134,55-74 years,France,2810000000000.0,6526578.0,3945.0,male,4.0,2003.0,2249.0,2013.0
4135,25-34 years,France,2810000000000.0,3873724.0,3945.0,male,2.0,700.0,2249.0,2013.0
4136,75+ years,France,2810000000000.0,3642541.0,3945.0,female,2.0,426.0,2249.0,2013.0
4137,55-74 years,France,2810000000000.0,7157766.0,3945.0,female,2.0,816.0,2249.0,2013.0
4138,35-54 years,France,2810000000000.0,8632938.0,3945.0,female,1.0,846.0,2249.0,2013.0
4139,15-24 years,France,2810000000000.0,3849077.0,3945.0,male,1.0,310.0,2249.0,2013.0
4140,25-34 years,France,2810000000000.0,3972053.0,3945.0,female,1.0,160.0,2249.0,2013.0
4141,15-24 years,France,2810000000000.0,3728182.0,3945.0,female,1.0,116.0,2249.0,2013.0
4142,5-14 years,France,2810000000000.0,4032157.0,3945.0,male,1.0,18.0,2249.0,2013.0
4143,5-14 years,France,2810000000000.0,3849484.0,3945.0,female,1.0,11.0,2249.0,2013.0
4144,75+ years,France,2850000000000.0,2243922.0,3990.3,male,6.0,1324.0,2249.0,2014.0
4145,35-54 years,France,2850000000000.0,8426009.0,3990.3,male,4.0,2536.0,2249.0,2014.0
4146,55-74 years,France,2850000000000.0,6655516.0,3990.3,male,3.0,1825.0,2249.0,2014.0
4147,25-34 years,France,2850000000000.0,3877350.0,3990.3,male,2.0,680.0,2249.0,2014.0
4148,75+ years,France,2850000000000.0,3677450.0,3990.3,female,2.0,424.0,2249.0,2014.0
4149,55-74 years,France,2850000000000.0,7300857.0,3990.3,female,2.0,744.0,2249.0,2014.0
4150,35-54 years,France,2850000000000.0,8608404.0,3990.3,female,1.0,778.0,2249.0,2014.0
4151,15-24 years,France,2850000000000.0,3841223.0,3990.3,male,1.0,282.0,2249.0,2014.0
4152,25-34 years,France,2850000000000.0,3985618.0,3990.3,female,1.0,170.0,2249.0,2014.0
4153,15-24 years,France,2850000000000.0,3711936.0,3990.3,female,1.0,92.0,2249.0,2014.0
4154,5-14 years,France,2850000000000.0,4069116.0,3990.3,male,1.0,14.0,2249.0,2014.0
4155,5-14 years,France,2850000000000.0,3878553.0,3990.3,female,1.0,12.0,2249.0,2014.0
4156,75+ years,Georgia,7753501868.0,62200.0,23.0,male,3.0,14.0,2046.0,1990.0
4157,55-74 years,Georgia,7753501868.0,377250.0,23.0,male,1.0,36.0,2046.0,1990.0
4158,35-54 years,Georgia,7753501868.0,616350.0,23.0,male,1.0,44.0,2046.0,1990.0
4159,75+ years,Georgia,7753501868.0,136200.0,23.0,female,1.0,8.0,2046.0,1990.0
4160,25-34 years,Georgia,7753501868.0,422400.0,23.0,male,1.0,23.0,2046.0,1990.0
4161,15-24 years,Georgia,7753501868.0,424000.0,23.0,male,1.0,23.0,2046.0,1990.0
4162,55-74 years,Georgia,7753501868.0,525250.0,23.0,female,1.0,18.0,2046.0,1990.0
4163,35-54 years,Georgia,7753501868.0,682450.0,23.0,female,1.0,22.0,2046.0,1990.0
4164,15-24 years,Georgia,7753501868.0,415850.0,23.0,female,1.0,4.0,2046.0,1990.0
4165,25-34 years,Georgia,7753501868.0,451450.0,23.0,female,1.0,4.0,2046.0,1990.0
4166,5-14 years,Georgia,7753501868.0,428500.0,23.0,female,0.0,0.0,2046.0,1990.0
4167,5-14 years,Georgia,7753501868.0,444500.0,23.0,male,0.0,0.0,2046.0,1990.0
4168,75+ years,Georgia,6357615894.0,62950.0,23.0,male,2.0,9.0,2046.0,1991.0
4169,55-74 years,Georgia,6357615894.0,382950.0,23.0,male,2.0,44.0,2046.0,1991.0
4170,35-54 years,Georgia,6357615894.0,626000.0,23.0,male,1.0,38.0,2046.0,1991.0
4171,75+ years,Georgia,6357615894.0,138300.0,23.0,female,1.0,8.0,2046.0,1991.0
4172,25-34 years,Georgia,6357615894.0,418850.0,23.0,male,1.0,20.0,2046.0,1991.0
4173,55-74 years,Georgia,6357615894.0,530000.0,23.0,female,1.0,19.0,2046.0,1991.0
4174,15-24 years,Georgia,6357615894.0,425700.0,23.0,male,1.0,12.0,2046.0,1991.0
4175,35-54 years,Georgia,6357615894.0,695100.0,23.0,female,1.0,15.0,2046.0,1991.0
4176,15-24 years,Georgia,6357615894.0,418300.0,23.0,female,1.0,4.0,2046.0,1991.0
4177,25-34 years,Georgia,6357615894.0,447700.0,23.0,female,1.0,4.0,2046.0,1991.0
4178,5-14 years,Georgia,6357615894.0,428250.0,23.0,female,1.0,1.0,2046.0,1991.0
4179,5-14 years,Georgia,6357615894.0,444450.0,23.0,male,0.0,0.0,2046.0,1991.0
4180,75+ years,Georgia,3690328964.0,63000.0,23.0,male,2.0,10.0,2046.0,1992.0
4181,55-74 years,Georgia,3690328964.0,383700.0,23.0,male,2.0,51.0,2046.0,1992.0
4182,35-54 years,Georgia,3690328964.0,628000.0,23.0,male,1.0,46.0,2046.0,1992.0
4183,25-34 years,Georgia,3690328964.0,410250.0,23.0,male,1.0,26.0,2046.0,1992.0
4184,75+ years,Georgia,3690328964.0,138750.0,23.0,female,1.0,6.0,2046.0,1992.0
4185,15-24 years,Georgia,3690328964.0,422250.0,23.0,male,1.0,18.0,2046.0,1992.0
4186,55-74 years,Georgia,3690328964.0,528300.0,23.0,female,1.0,17.0,2046.0,1992.0
4187,15-24 years,Georgia,3690328964.0,415550.0,23.0,female,1.0,9.0,2046.0,1992.0
4188,35-54 years,Georgia,3690328964.0,699000.0,23.0,female,1.0,13.0,2046.0,1992.0
4189,25-34 years,Georgia,3690328964.0,438250.0,23.0,female,1.0,8.0,2046.0,1992.0
4190,5-14 years,Georgia,3690328964.0,422700.0,23.0,female,0.0,0.0,2046.0,1992.0
4191,5-14 years,Georgia,3690328964.0,438950.0,23.0,male,0.0,0.0,2046.0,1992.0
4192,55-74 years,Georgia,2513870587.0,370200.0,23.0,male,2.0,38.0,2046.0,1994.0
4193,75+ years,Georgia,2513870587.0,127950.0,23.0,female,1.0,7.0,2046.0,1994.0
4194,75+ years,Georgia,2513870587.0,57750.0,23.0,male,1.0,3.0,2046.0,1994.0
4195,15-24 years,Georgia,2513870587.0,380700.0,23.0,male,1.0,15.0,2046.0,1994.0
4196,35-54 years,Georgia,2513870587.0,561650.0,23.0,male,1.0,21.0,2046.0,1994.0
4197,25-34 years,Georgia,2513870587.0,360400.0,23.0,male,1.0,13.0,2046.0,1994.0
4198,55-74 years,Georgia,2513870587.0,498750.0,23.0,female,1.0,13.0,2046.0,1994.0
4199,35-54 years,Georgia,2513870587.0,630750.0,23.0,female,1.0,9.0,2046.0,1994.0
4200,15-24 years,Georgia,2513870587.0,376100.0,23.0,female,1.0,2.0,2046.0,1994.0
4201,25-34 years,Georgia,2513870587.0,384600.0,23.0,female,1.0,2.0,2046.0,1994.0
4202,5-14 years,Georgia,2513870587.0,377700.0,23.0,female,0.0,0.0,2046.0,1994.0
4203,5-14 years,Georgia,2513870587.0,392350.0,23.0,male,0.0,0.0,2046.0,1994.0
4204,55-74 years,Georgia,2693731866.0,346850.0,23.0,male,2.0,35.0,2046.0,1995.0
4205,75+ years,Georgia,2693731866.0,56650.0,23.0,male,1.0,4.0,2046.0,1995.0
4206,35-54 years,Georgia,2693731866.0,570450.0,23.0,male,1.0,34.0,2046.0,1995.0
4207,25-34 years,Georgia,2693731866.0,346300.0,23.0,male,1.0,18.0,2046.0,1995.0
4208,15-24 years,Georgia,2693731866.0,370700.0,23.0,male,1.0,14.0,2046.0,1995.0
4209,55-74 years,Georgia,2693731866.0,470750.0,23.0,female,1.0,14.0,2046.0,1995.0
4210,75+ years,Georgia,2693731866.0,126000.0,23.0,female,1.0,3.0,2046.0,1995.0
4211,35-54 years,Georgia,2693731866.0,640250.0,23.0,female,1.0,9.0,2046.0,1995.0
4212,15-24 years,Georgia,2693731866.0,366950.0,23.0,female,1.0,4.0,2046.0,1995.0
4213,25-34 years,Georgia,2693731866.0,369450.0,23.0,female,1.0,2.0,2046.0,1995.0
4214,5-14 years,Georgia,2693731866.0,380400.0,23.0,male,1.0,1.0,2046.0,1995.0
4215,5-14 years,Georgia,2693731866.0,366100.0,23.0,female,0.0,0.0,2046.0,1995.0
4216,75+ years,Georgia,3094915506.0,55600.0,23.0,male,2.0,9.0,2046.0,1996.0
4217,55-74 years,Georgia,3094915506.0,341550.0,23.0,male,2.0,40.0,2046.0,1996.0
4218,75+ years,Georgia,3094915506.0,124250.0,23.0,female,1.0,11.0,2046.0,1996.0
4219,35-54 years,Georgia,3094915506.0,562200.0,23.0,male,1.0,45.0,2046.0,1996.0
4220,25-34 years,Georgia,3094915506.0,333150.0,23.0,male,1.0,20.0,2046.0,1996.0
4221,55-74 years,Georgia,3094915506.0,461300.0,23.0,female,1.0,14.0,2046.0,1996.0
4222,15-24 years,Georgia,3094915506.0,361400.0,23.0,male,1.0,9.0,2046.0,1996.0
4223,25-34 years,Georgia,3094915506.0,355300.0,23.0,female,1.0,5.0,2046.0,1996.0
4224,15-24 years,Georgia,3094915506.0,358400.0,23.0,female,1.0,4.0,2046.0,1996.0
4225,35-54 years,Georgia,3094915506.0,632650.0,23.0,female,1.0,4.0,2046.0,1996.0
4226,5-14 years,Georgia,3094915506.0,369200.0,23.0,male,1.0,1.0,2046.0,1996.0
4227,5-14 years,Georgia,3094915506.0,355350.0,23.0,female,0.0,0.0,2046.0,1996.0
4228,75+ years,Georgia,3510540809.0,55000.0,32.8,male,2.0,8.0,2046.0,1997.0
4229,55-74 years,Georgia,3510540809.0,338550.0,32.8,male,2.0,49.0,2046.0,1997.0
4230,25-34 years,Georgia,3510540809.0,322550.0,32.8,male,1.0,22.0,2046.0,1997.0
4231,35-54 years,Georgia,3510540809.0,557750.0,32.8,male,1.0,38.0,2046.0,1997.0
4232,15-24 years,Georgia,3510540809.0,354700.0,32.8,male,1.0,22.0,2046.0,1997.0
4233,75+ years,Georgia,3510540809.0,123300.0,32.8,female,1.0,7.0,2046.0,1997.0
4234,55-74 years,Georgia,3510540809.0,455100.0,32.8,female,1.0,12.0,2046.0,1997.0
4235,35-54 years,Georgia,3510540809.0,629400.0,32.8,female,1.0,13.0,2046.0,1997.0
4236,15-24 years,Georgia,3510540809.0,352400.0,32.8,female,1.0,2.0,2046.0,1997.0
4237,5-14 years,Georgia,3510540809.0,360800.0,32.8,male,1.0,2.0,2046.0,1997.0
4238,25-34 years,Georgia,3510540809.0,343900.0,32.8,female,1.0,1.0,2046.0,1997.0
4239,5-14 years,Georgia,3510540809.0,347150.0,32.8,female,0.0,0.0,2046.0,1997.0
4240,55-74 years,Georgia,3613500117.0,338600.0,39.9,male,2.0,39.0,2046.0,1998.0
4241,75+ years,Georgia,3613500117.0,54900.0,39.9,male,2.0,6.0,2046.0,1998.0
4242,35-54 years,Georgia,3613500117.0,558300.0,39.9,male,1.0,37.0,2046.0,1998.0
4243,15-24 years,Georgia,3613500117.0,351300.0,39.9,male,1.0,21.0,2046.0,1998.0
4244,25-34 years,Georgia,3613500117.0,315050.0,39.9,male,1.0,15.0,2046.0,1998.0
4245,75+ years,Georgia,3613500117.0,123400.0,39.9,female,1.0,5.0,2046.0,1998.0
4246,25-34 years,Georgia,3613500117.0,335700.0,39.9,female,1.0,6.0,2046.0,1998.0
4247,55-74 years,Georgia,3613500117.0,452900.0,39.9,female,1.0,8.0,2046.0,1998.0
4248,35-54 years,Georgia,3613500117.0,631600.0,39.9,female,1.0,10.0,2046.0,1998.0
4249,15-24 years,Georgia,3613500117.0,349600.0,39.9,female,1.0,1.0,2046.0,1998.0
4250,5-14 years,Georgia,3613500117.0,342150.0,39.9,female,0.0,0.0,2046.0,1998.0
4251,5-14 years,Georgia,3613500117.0,355750.0,39.9,male,0.0,0.0,2046.0,1998.0
4252,75+ years,Georgia,2800024314.0,54950.0,33.3,male,2.0,10.0,2046.0,1999.0
4253,55-74 years,Georgia,2800024314.0,339400.0,33.3,male,2.0,52.0,2046.0,1999.0
4254,25-34 years,Georgia,2800024314.0,308400.0,33.3,male,2.0,37.0,2046.0,1999.0
4255,35-54 years,Georgia,2800024314.0,560050.0,33.3,male,1.0,38.0,2046.0,1999.0
4256,75+ years,Georgia,2800024314.0,123800.0,33.3,female,1.0,7.0,2046.0,1999.0
4257,55-74 years,Georgia,2800024314.0,451750.0,33.3,female,1.0,16.0,2046.0,1999.0
4258,15-24 years,Georgia,2800024314.0,348700.0,33.3,male,1.0,10.0,2046.0,1999.0
4259,15-24 years,Georgia,2800024314.0,347650.0,33.3,female,1.0,6.0,2046.0,1999.0
4260,35-54 years,Georgia,2800024314.0,635050.0,33.3,female,1.0,10.0,2046.0,1999.0
4261,25-34 years,Georgia,2800024314.0,328400.0,33.3,female,1.0,3.0,2046.0,1999.0
4262,5-14 years,Georgia,2800024314.0,338050.0,33.3,female,0.0,0.0,2046.0,1999.0
4263,5-14 years,Georgia,2800024314.0,351550.0,33.3,male,0.0,0.0,2046.0,1999.0
4264,75+ years,Georgia,3057453483.0,54950.0,36.6,male,2.0,7.0,2046.0,2000.0
4265,55-74 years,Georgia,3057453483.0,340050.0,36.6,male,2.0,39.0,2046.0,2000.0
4266,35-54 years,Georgia,3057453483.0,561550.0,36.6,male,1.0,33.0,2046.0,2000.0
4267,25-34 years,Georgia,3057453483.0,301800.0,36.6,male,1.0,15.0,2046.0,2000.0
4268,75+ years,Georgia,3057453483.0,124150.0,36.6,female,1.0,6.0,2046.0,2000.0
4269,55-74 years,Georgia,3057453483.0,450650.0,36.6,female,1.0,13.0,2046.0,2000.0
4270,15-24 years,Georgia,3057453483.0,346050.0,36.6,male,1.0,8.0,2046.0,2000.0
4271,35-54 years,Georgia,3057453483.0,638350.0,36.6,female,1.0,8.0,2046.0,2000.0
4272,25-34 years,Georgia,3057453483.0,321150.0,36.6,female,1.0,1.0,2046.0,2000.0
4273,15-24 years,Georgia,3057453483.0,345650.0,36.6,female,0.0,0.0,2046.0,2000.0
4274,5-14 years,Georgia,3057453483.0,333900.0,36.6,female,0.0,0.0,2046.0,2000.0
4275,5-14 years,Georgia,3057453483.0,347350.0,36.6,male,0.0,0.0,2046.0,2000.0
4276,55-74 years,Georgia,3219487747.0,339150.0,45.6,male,1.0,27.0,2046.0,2001.0
4277,75+ years,Georgia,3219487747.0,55300.0,45.6,male,1.0,4.0,2046.0,2001.0
4278,75+ years,Georgia,3219487747.0,124400.0,45.6,female,1.0,7.0,2046.0,2001.0
4279,35-54 years,Georgia,3219487747.0,560300.0,45.6,male,1.0,23.0,2046.0,2001.0
4280,25-34 years,Georgia,3219487747.0,297450.0,45.6,male,1.0,11.0,2046.0,2001.0
4281,55-74 years,Georgia,3219487747.0,448550.0,45.6,female,1.0,12.0,2046.0,2001.0
4282,15-24 years,Georgia,3219487747.0,343550.0,45.6,male,1.0,8.0,2046.0,2001.0
4283,35-54 years,Georgia,3219487747.0,637700.0,45.6,female,1.0,6.0,2046.0,2001.0
4284,25-34 years,Georgia,3219487747.0,316400.0,45.6,female,1.0,1.0,2046.0,2001.0
4285,5-14 years,Georgia,3219487747.0,330600.0,45.6,female,1.0,1.0,2046.0,2001.0
4286,15-24 years,Georgia,3219487747.0,343450.0,45.6,female,0.0,0.0,2046.0,2001.0
4287,5-14 years,Georgia,3219487747.0,344100.0,45.6,male,0.0,0.0,2046.0,2001.0
4288,75+ years,Georgia,5125363001.0,68300.0,81.7,male,3.0,17.0,2046.0,2004.0
4289,35-54 years,Georgia,5125363001.0,554550.0,81.7,male,2.0,56.0,2046.0,2004.0
4290,25-34 years,Georgia,5125363001.0,296000.0,81.7,male,1.0,29.0,2046.0,2004.0
4291,55-74 years,Georgia,5125363001.0,329400.0,81.7,male,1.0,28.0,2046.0,2004.0
4292,15-24 years,Georgia,5125363001.0,349250.0,81.7,male,1.0,13.0,2046.0,2004.0
4293,75+ years,Georgia,5125363001.0,139900.0,81.7,female,1.0,3.0,2046.0,2004.0
4294,55-74 years,Georgia,5125363001.0,436650.0,81.7,female,1.0,7.0,2046.0,2004.0
4295,25-34 years,Georgia,5125363001.0,314250.0,81.7,female,1.0,4.0,2046.0,2004.0
4296,5-14 years,Georgia,5125363001.0,316700.0,81.7,male,1.0,4.0,2046.0,2004.0
4297,15-24 years,Georgia,5125363001.0,346000.0,81.7,female,1.0,4.0,2046.0,2004.0
4298,35-54 years,Georgia,5125363001.0,638600.0,81.7,female,1.0,7.0,2046.0,2004.0
4299,5-14 years,Georgia,5125363001.0,300250.0,81.7,female,1.0,3.0,2046.0,2004.0
4300,75+ years,Georgia,6410852596.0,73700.0,112.7,male,1.0,5.0,2046.0,2005.0
4301,35-54 years,Georgia,6410852596.0,565100.0,112.7,male,1.0,29.0,2046.0,2005.0
4302,55-74 years,Georgia,6410852596.0,331700.0,112.7,male,1.0,15.0,2046.0,2005.0
4303,25-34 years,Georgia,6410852596.0,305450.0,112.7,male,1.0,13.0,2046.0,2005.0
4304,25-34 years,Georgia,6410852596.0,319300.0,112.7,female,1.0,7.0,2046.0,2005.0
4305,15-24 years,Georgia,6410852596.0,358200.0,112.7,male,1.0,5.0,2046.0,2005.0
4306,75+ years,Georgia,6410852596.0,147450.0,112.7,female,1.0,2.0,2046.0,2005.0
4307,55-74 years,Georgia,6410852596.0,439250.0,112.7,female,1.0,4.0,2046.0,2005.0
4308,15-24 years,Georgia,6410852596.0,352750.0,112.7,female,1.0,3.0,2046.0,2005.0
4309,5-14 years,Georgia,6410852596.0,305450.0,112.7,male,1.0,2.0,2046.0,2005.0
4310,35-54 years,Georgia,6410852596.0,646500.0,112.7,female,1.0,2.0,2046.0,2005.0
4311,5-14 years,Georgia,6410852596.0,287150.0,112.7,female,0.0,0.0,2046.0,2005.0
4312,75+ years,Georgia,7745406201.0,79200.0,156.1,male,1.0,4.0,2046.0,2006.0
4313,55-74 years,Georgia,7745406201.0,335050.0,156.1,male,1.0,16.0,2046.0,2006.0
4314,25-34 years,Georgia,7745406201.0,313300.0,156.1,male,1.0,13.0,2046.0,2006.0
4315,35-54 years,Georgia,7745406201.0,574450.0,156.1,male,1.0,18.0,2046.0,2006.0
4316,15-24 years,Georgia,7745406201.0,366350.0,156.1,male,1.0,7.0,2046.0,2006.0
4317,75+ years,Georgia,7745406201.0,155050.0,156.1,female,1.0,2.0,2046.0,2006.0
4318,55-74 years,Georgia,7745406201.0,443850.0,156.1,female,1.0,5.0,2046.0,2006.0
4319,25-34 years,Georgia,7745406201.0,323850.0,156.1,female,1.0,3.0,2046.0,2006.0
4320,5-14 years,Georgia,7745406201.0,271600.0,156.1,female,1.0,1.0,2046.0,2006.0
4321,5-14 years,Georgia,7745406201.0,291400.0,156.1,male,1.0,1.0,2046.0,2006.0
4322,15-24 years,Georgia,7745406201.0,359100.0,156.1,female,1.0,1.0,2046.0,2006.0
4323,35-54 years,Georgia,7745406201.0,653300.0,156.1,female,1.0,1.0,2046.0,2006.0
4324,75+ years,Georgia,10172869680.0,83450.0,220.4,male,2.0,10.0,2046.0,2007.0
4325,55-74 years,Georgia,10172869680.0,337200.0,220.4,male,1.0,24.0,2046.0,2007.0
4326,35-54 years,Georgia,10172869680.0,573900.0,220.4,male,1.0,29.0,2046.0,2007.0
4327,25-34 years,Georgia,10172869680.0,315700.0,220.4,male,1.0,14.0,2046.0,2007.0
4328,75+ years,Georgia,10172869680.0,161000.0,220.4,female,1.0,5.0,2046.0,2007.0
4329,15-24 years,Georgia,10172869680.0,367900.0,220.4,male,1.0,7.0,2046.0,2007.0
4330,55-74 years,Georgia,10172869680.0,447350.0,220.4,female,1.0,6.0,2046.0,2007.0
4331,35-54 years,Georgia,10172869680.0,651500.0,220.4,female,1.0,7.0,2046.0,2007.0
4332,25-34 years,Georgia,10172869680.0,323950.0,220.4,female,1.0,1.0,2046.0,2007.0
4333,15-24 years,Georgia,10172869680.0,359400.0,220.4,female,1.0,1.0,2046.0,2007.0
4334,5-14 years,Georgia,10172869680.0,255950.0,220.4,female,0.0,0.0,2046.0,2007.0
4335,5-14 years,Georgia,10172869680.0,277600.0,220.4,male,0.0,0.0,2046.0,2007.0
4336,75+ years,Georgia,10766809099.0,90600.0,333.3,male,2.0,18.0,2046.0,2009.0
4337,55-74 years,Georgia,10766809099.0,343050.0,333.3,male,2.0,36.0,2046.0,2009.0
4338,35-54 years,Georgia,10766809099.0,579150.0,333.3,male,1.0,48.0,2046.0,2009.0
4339,25-34 years,Georgia,10766809099.0,324500.0,333.3,male,1.0,24.0,2046.0,2009.0
4340,75+ years,Georgia,10766809099.0,172650.0,333.3,female,1.0,10.0,2046.0,2009.0
4341,15-24 years,Georgia,10766809099.0,360500.0,333.3,male,1.0,20.0,2046.0,2009.0
4342,55-74 years,Georgia,10766809099.0,456000.0,333.3,female,1.0,15.0,2046.0,2009.0
4343,15-24 years,Georgia,10766809099.0,350000.0,333.3,female,1.0,4.0,2046.0,2009.0
4344,5-14 years,Georgia,10766809099.0,262650.0,333.3,male,1.0,3.0,2046.0,2009.0
4345,35-54 years,Georgia,10766809099.0,652950.0,333.3,female,1.0,7.0,2046.0,2009.0
4346,25-34 years,Georgia,10766809099.0,328450.0,333.3,female,1.0,2.0,2046.0,2009.0
4347,5-14 years,Georgia,10766809099.0,238250.0,333.3,female,1.0,1.0,2046.0,2009.0
4348,55-74 years,Georgia,11638536834.0,350500.0,335.3,male,1.0,32.0,2046.0,2010.0
4349,75+ years,Georgia,11638536834.0,96900.0,335.3,male,1.0,7.0,2046.0,2010.0
4350,35-54 years,Georgia,11638536834.0,590800.0,335.3,male,1.0,29.0,2046.0,2010.0
4351,25-34 years,Georgia,11638536834.0,337200.0,335.3,male,1.0,16.0,2046.0,2010.0
4352,15-24 years,Georgia,11638536834.0,351600.0,335.3,male,1.0,11.0,2046.0,2010.0
4353,75+ years,Georgia,11638536834.0,180900.0,335.3,female,1.0,5.0,2046.0,2010.0
4354,55-74 years,Georgia,11638536834.0,465100.0,335.3,female,1.0,6.0,2046.0,2010.0
4355,35-54 years,Georgia,11638536834.0,660000.0,335.3,female,1.0,5.0,2046.0,2010.0
4356,5-14 years,Georgia,11638536834.0,254800.0,335.3,male,1.0,1.0,2046.0,2010.0
4357,15-24 years,Georgia,11638536834.0,338800.0,335.3,female,0.0,0.0,2046.0,2010.0
4358,25-34 years,Georgia,11638536834.0,338000.0,335.3,female,0.0,0.0,2046.0,2010.0
4359,5-14 years,Georgia,11638536834.0,229200.0,335.3,female,0.0,0.0,2046.0,2010.0
4360,75+ years,Georgia,14434619982.0,99100.0,377.1,male,2.0,16.0,2046.0,2011.0
4361,55-74 years,Georgia,14434619982.0,352600.0,377.1,male,1.0,23.0,2046.0,2011.0
4362,35-54 years,Georgia,14434619982.0,593700.0,377.1,male,1.0,25.0,2046.0,2011.0
4363,15-24 years,Georgia,14434619982.0,348400.0,377.1,male,1.0,12.0,2046.0,2011.0
4364,25-34 years,Georgia,14434619982.0,341000.0,377.1,male,1.0,8.0,2046.0,2011.0
4365,35-54 years,Georgia,14434619982.0,661400.0,377.1,female,1.0,6.0,2046.0,2011.0
4366,55-74 years,Georgia,14434619982.0,467400.0,377.1,female,1.0,4.0,2046.0,2011.0
4367,25-34 years,Georgia,14434619982.0,340800.0,377.1,female,1.0,2.0,2046.0,2011.0
4368,75+ years,Georgia,14434619982.0,184100.0,377.1,female,1.0,1.0,2046.0,2011.0
4369,5-14 years,Georgia,14434619982.0,226900.0,377.1,female,1.0,1.0,2046.0,2011.0
4370,15-24 years,Georgia,14434619982.0,334600.0,377.1,female,1.0,1.0,2046.0,2011.0
4371,5-14 years,Georgia,14434619982.0,252600.0,377.1,male,0.0,0.0,2046.0,2011.0
4372,75+ years,Georgia,15846474596.0,104500.0,431.5,male,2.0,12.0,2046.0,2012.0
4373,55-74 years,Georgia,15846474596.0,355000.0,431.5,male,1.0,23.0,2046.0,2012.0
4374,25-34 years,Georgia,15846474596.0,345900.0,431.5,male,1.0,19.0,2046.0,2012.0
4375,35-54 years,Georgia,15846474596.0,596400.0,431.5,male,1.0,26.0,2046.0,2012.0
4376,15-24 years,Georgia,15846474596.0,337800.0,431.5,male,1.0,11.0,2046.0,2012.0
4377,75+ years,Georgia,15846474596.0,191900.0,431.5,female,1.0,2.0,2046.0,2012.0
