,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
293,75+ years,Armenia,1272577456.0,53400.0,6.7,female,1.0,2.0,2474.0,1992.0
294,15-24 years,Armenia,1272577456.0,300300.0,6.7,male,1.0,9.0,2474.0,1992.0
295,35-54 years,Armenia,1272577456.0,410800.0,6.7,female,1.0,6.0,2474.0,1992.0
296,15-24 years,Armenia,1272577456.0,290100.0,6.7,female,1.0,1.0,2474.0,1992.0
297,25-34 years,Armenia,1272577456.0,340900.0,6.7,female,0.0,0.0,2474.0,1992.0
298,5-14 years,Armenia,1272577456.0,358200.0,6.7,female,0.0,0.0,2474.0,1992.0
299,5-14 years,Armenia,1272577456.0,375300.0,6.7,male,0.0,0.0,2474.0,1992.0
300,75+ years,Armenia,1201313201.0,53100.0,6.7,female,2.0,6.0,2474.0,1993.0
301,55-74 years,Armenia,1201313201.0,226400.0,6.7,male,1.0,20.0,2474.0,1993.0
302,75+ years,Armenia,1201313201.0,28400.0,6.7,male,1.0,2.0,2474.0,1993.0
303,35-54 years,Armenia,1201313201.0,371900.0,6.7,male,1.0,25.0,2474.0,1993.0
304,25-34 years,Armenia,1201313201.0,305600.0,6.7,male,1.0,17.0,2474.0,1993.0
305,55-74 years,Armenia,1201313201.0,276100.0,6.7,female,1.0,14.0,2474.0,1993.0
306,15-24 years,Armenia,1201313201.0,304800.0,6.7,male,1.0,7.0,2474.0,1993.0
307,25-34 years,Armenia,1201313201.0,335900.0,6.7,female,1.0,6.0,2474.0,1993.0
308,35-54 years,Armenia,1201313201.0,424000.0,6.7,female,1.0,6.0,2474.0,1993.0
309,15-24 years,Armenia,1201313201.0,293900.0,6.7,female,1.0,3.0,2474.0,1993.0
310,5-14 years,Armenia,1201313201.0,364200.0,6.7,female,0.0,0.0,2474.0,1993.0
311,5-14 years,Armenia,1201313201.0,382300.0,6.7,male,0.0,0.0,2474.0,1993.0
312,75+ years,Armenia,1315158670.0,28200.0,6.1,male,3.0,7.0,2474.0,1994.0
313,75+ years,Armenia,1315158670.0,51700.0,6.1,female,1.0,5.0,2474.0,1994.0
314,55-74 years,Armenia,1315158670.0,235500.0,6.1,male,1.0,20.0,2474.0,1994.0
315,35-54 years,Armenia,1315158670.0,382500.0,6.1,male,1.0,31.0,2474.0,1994.0
316,55-74 years,Armenia,1315158670.0,286000.0,6.1,female,1.0,18.0,2474.0,1994.0
317,25-34 years,Armenia,1315158670.0,297000.0,6.1,male,1.0,10.0,2474.0,1994.0
318,15-24 years,Armenia,1315158670.0,308300.0,6.1,male,1.0,6.0,2474.0,1994.0
319,35-54 years,Armenia,1315158670.0,437100.0,6.1,female,1.0,7.0,2474.0,1994.0
320,15-24 years,Armenia,1315158670.0,297600.0,6.1,female,1.0,4.0,2474.0,1994.0
321,5-14 years,Armenia,1315158670.0,385400.0,6.1,male,1.0,2.0,2474.0,1994.0
322,25-34 years,Armenia,1315158670.0,326200.0,6.1,female,1.0,1.0,2474.0,1994.0
323,5-14 years,Armenia,1315158670.0,367000.0,6.1,female,1.0,1.0,2474.0,1994.0
324,55-74 years,Armenia,1468317350.0,242300.0,17.4,male,2.0,29.0,2474.0,1995.0
325,35-54 years,Armenia,1468317350.0,395200.0,17.4,male,1.0,32.0,2474.0,1995.0
326,25-34 years,Armenia,1468317350.0,289500.0,17.4,male,1.0,21.0,2474.0,1995.0
327,75+ years,Armenia,1468317350.0,28000.0,17.4,male,1.0,2.0,2474.0,1995.0
328,75+ years,Armenia,1468317350.0,51400.0,17.4,female,1.0,2.0,2474.0,1995.0
329,55-74 years,Armenia,1468317350.0,295200.0,17.4,female,1.0,11.0,2474.0,1995.0
330,25-34 years,Armenia,1468317350.0,313300.0,17.4,female,1.0,11.0,2474.0,1995.0
331,15-24 years,Armenia,1468317350.0,313600.0,17.4,male,1.0,10.0,2474.0,1995.0
332,35-54 years,Armenia,1468317350.0,453600.0,17.4,female,1.0,8.0,2474.0,1995.0
333,15-24 years,Armenia,1468317350.0,303200.0,17.4,female,1.0,3.0,2474.0,1995.0
334,5-14 years,Armenia,1468317350.0,388200.0,17.4,male,1.0,1.0,2474.0,1995.0
335,5-14 years,Armenia,1468317350.0,369700.0,17.4,female,0.0,0.0,2474.0,1995.0
336,75+ years,Armenia,1596968913.0,27900.0,22.9,male,2.0,3.0,2474.0,1996.0
337,55-74 years,Armenia,1596968913.0,246200.0,22.9,male,1.0,18.0,2474.0,1996.0
338,35-54 years,Armenia,1596968913.0,409800.0,22.9,male,1.0,24.0,2474.0,1996.0
339,25-34 years,Armenia,1596968913.0,284300.0,22.9,male,1.0,13.0,2474.0,1996.0
340,55-74 years,Armenia,1596968913.0,301900.0,22.9,female,1.0,12.0,2474.0,1996.0
341,35-54 years,Armenia,1596968913.0,471200.0,22.9,female,1.0,7.0,2474.0,1996.0
342,15-24 years,Armenia,1596968913.0,320000.0,22.9,male,1.0,4.0,2474.0,1996.0
343,25-34 years,Armenia,1596968913.0,301500.0,22.9,female,1.0,3.0,2474.0,1996.0
344,15-24 years,Armenia,1596968913.0,310200.0,22.9,female,1.0,1.0,2474.0,1996.0
345,5-14 years,Armenia,1596968913.0,371900.0,22.9,female,1.0,1.0,2474.0,1996.0
346,5-14 years,Armenia,1596968913.0,390300.0,22.9,male,1.0,1.0,2474.0,1996.0
347,75+ years,Armenia,1596968913.0,51100.0,22.9,female,0.0,0.0,2474.0,1996.0
348,55-74 years,Armenia,1639492424.0,246200.0,27.7,male,1.0,21.0,2474.0,1997.0
349,35-54 years,Armenia,1639492424.0,426000.0,27.7,male,1.0,26.0,2474.0,1997.0
350,75+ years,Armenia,1639492424.0,51400.0,27.7,female,1.0,3.0,2474.0,1997.0
351,75+ years,Armenia,1639492424.0,28500.0,27.7,male,1.0,1.0,2474.0,1997.0
352,25-34 years,Armenia,1639492424.0,282000.0,27.7,male,1.0,9.0,2474.0,1997.0
353,55-74 years,Armenia,1639492424.0,304400.0,27.7,female,1.0,8.0,2474.0,1997.0
354,15-24 years,Armenia,1639492424.0,327300.0,27.7,male,1.0,4.0,2474.0,1997.0
355,35-54 years,Armenia,1639492424.0,489900.0,27.7,female,1.0,3.0,2474.0,1997.0
356,25-34 years,Armenia,1639492424.0,294200.0,27.7,female,1.0,1.0,2474.0,1997.0
357,5-14 years,Armenia,1639492424.0,389500.0,27.7,male,1.0,1.0,2474.0,1997.0
358,15-24 years,Armenia,1639492424.0,316500.0,27.7,female,0.0,0.0,2474.0,1997.0
359,5-14 years,Armenia,1639492424.0,370800.0,27.7,female,0.0,0.0,2474.0,1997.0
360,75+ years,Armenia,1893726437.0,29600.0,35.6,male,1.0,2.0,2474.0,1998.0
361,55-74 years,Armenia,1893726437.0,243300.0,35.6,male,1.0,16.0,2474.0,1998.0
362,35-54 years,Armenia,1893726437.0,445000.0,35.6,male,1.0,20.0,2474.0,1998.0
363,25-34 years,Armenia,1893726437.0,280200.0,35.6,male,1.0,6.0,2474.0,1998.0
364,55-74 years,Armenia,1893726437.0,302000.0,35.6,female,1.0,6.0,2474.0,1998.0
365,75+ years,Armenia,1893726437.0,53100.0,35.6,female,1.0,1.0,2474.0,1998.0
366,35-54 years,Armenia,1893726437.0,509800.0,35.6,female,1.0,9.0,2474.0,1998.0
367,15-24 years,Armenia,1893726437.0,335100.0,35.6,male,1.0,4.0,2474.0,1998.0
368,25-34 years,Armenia,1893726437.0,289300.0,35.6,female,1.0,1.0,2474.0,1998.0
369,5-14 years,Armenia,1893726437.0,364600.0,35.6,female,1.0,1.0,2474.0,1998.0
370,15-24 years,Armenia,1893726437.0,322300.0,35.6,female,0.0,0.0,2474.0,1998.0
371,5-14 years,Armenia,1893726437.0,383700.0,35.6,male,0.0,0.0,2474.0,1998.0
372,55-74 years,Armenia,1845482181.0,238100.0,37.7,male,1.0,15.0,2474.0,1999.0
373,75+ years,Armenia,1845482181.0,56800.0,37.7,female,1.0,3.0,2474.0,1999.0
374,35-54 years,Armenia,1845482181.0,464300.0,37.7,male,1.0,22.0,2474.0,1999.0
375,55-74 years,Armenia,1845482181.0,296800.0,37.7,female,1.0,9.0,2474.0,1999.0
376,25-34 years,Armenia,1845482181.0,279800.0,37.7,male,1.0,6.0,2474.0,1999.0
377,15-24 years,Armenia,1845482181.0,344000.0,37.7,male,1.0,6.0,2474.0,1999.0
378,35-54 years,Armenia,1845482181.0,530700.0,37.7,female,1.0,4.0,2474.0,1999.0
379,25-34 years,Armenia,1845482181.0,284300.0,37.7,female,1.0,2.0,2474.0,1999.0
380,15-24 years,Armenia,1845482181.0,329700.0,37.7,female,0.0,0.0,2474.0,1999.0
381,5-14 years,Armenia,1845482181.0,352300.0,37.7,female,0.0,0.0,2474.0,1999.0
382,5-14 years,Armenia,1845482181.0,371600.0,37.7,male,0.0,0.0,2474.0,1999.0
383,75+ years,Armenia,1845482181.0,32300.0,37.7,male,0.0,0.0,2474.0,1999.0
384,75+ years,Armenia,1911563665.0,37600.0,42.1,male,2.0,4.0,2474.0,2000.0
385,75+ years,Armenia,1911563665.0,66500.0,42.1,female,1.0,5.0,2474.0,2000.0
386,55-74 years,Armenia,1911563665.0,234300.0,42.1,male,1.0,14.0,2474.0,2000.0
387,35-54 years,Armenia,1911563665.0,481100.0,42.1,male,1.0,18.0,2474.0,2000.0
388,25-34 years,Armenia,1911563665.0,283300.0,42.1,male,1.0,5.0,2474.0,2000.0
389,15-24 years,Armenia,1911563665.0,358000.0,42.1,male,1.0,6.0,2474.0,2000.0
390,25-34 years,Armenia,1911563665.0,280400.0,42.1,female,1.0,4.0,2474.0,2000.0
391,55-74 years,Armenia,1911563665.0,292700.0,42.1,female,1.0,4.0,2474.0,2000.0
392,35-54 years,Armenia,1911563665.0,555300.0,42.1,female,1.0,1.0,2474.0,2000.0
393,15-24 years,Armenia,1911563665.0,341100.0,42.1,female,0.0,0.0,2474.0,2000.0
394,5-14 years,Armenia,1911563665.0,328000.0,42.1,female,0.0,0.0,2474.0,2000.0
395,5-14 years,Armenia,1911563665.0,348200.0,42.1,male,0.0,0.0,2474.0,2000.0
396,55-74 years,Armenia,2118467913.0,227605.0,44.1,male,1.0,17.0,2474.0,2001.0
397,75+ years,Armenia,2118467913.0,40190.0,44.1,male,1.0,3.0,2474.0,2001.0
398,75+ years,Armenia,2118467913.0,66283.0,44.1,female,1.0,4.0,2474.0,2001.0
399,35-54 years,Armenia,2118467913.0,493922.0,44.1,male,1.0,19.0,2474.0,2001.0
400,55-74 years,Armenia,2118467913.0,289601.0,44.1,female,1.0,4.0,2474.0,2001.0
401,15-24 years,Armenia,2118467913.0,361248.0,44.1,male,1.0,4.0,2474.0,2001.0
402,5-14 years,Armenia,2118467913.0,337767.0,44.1,male,1.0,3.0,2474.0,2001.0
403,25-34 years,Armenia,2118467913.0,284346.0,44.1,male,1.0,2.0,2474.0,2001.0
404,35-54 years,Armenia,2118467913.0,563626.0,44.1,female,1.0,3.0,2474.0,2001.0
405,25-34 years,Armenia,2118467913.0,279953.0,44.1,female,1.0,1.0,2474.0,2001.0
406,15-24 years,Armenia,2118467913.0,346468.0,44.1,female,0.0,0.0,2474.0,2001.0
407,5-14 years,Armenia,2118467913.0,319507.0,44.1,female,0.0,0.0,2474.0,2001.0
408,75+ years,Armenia,2376335048.0,29067.0,47.7,male,2.0,3.0,2474.0,2002.0
409,55-74 years,Armenia,2376335048.0,196525.0,47.7,male,1.0,19.0,2474.0,2002.0
410,25-34 years,Armenia,2376335048.0,206403.0,47.7,male,1.0,12.0,2474.0,2002.0
411,35-54 years,Armenia,2376335048.0,418464.0,47.7,male,1.0,22.0,2474.0,2002.0
412,75+ years,Armenia,2376335048.0,58553.0,47.7,female,1.0,1.0,2474.0,2002.0
413,15-24 years,Armenia,2376335048.0,293350.0,47.7,male,1.0,5.0,2474.0,2002.0
414,35-54 years,Armenia,2376335048.0,469992.0,47.7,female,1.0,6.0,2474.0,2002.0
415,55-74 years,Armenia,2376335048.0,251856.0,47.7,female,1.0,3.0,2474.0,2002.0
416,25-34 years,Armenia,2376335048.0,222943.0,47.7,female,1.0,1.0,2474.0,2002.0
417,5-14 years,Armenia,2376335048.0,294209.0,47.7,male,1.0,1.0,2474.0,2002.0
418,15-24 years,Armenia,2376335048.0,294739.0,47.7,female,1.0,1.0,2474.0,2002.0
419,5-14 years,Armenia,2376335048.0,278743.0,47.7,female,0.0,0.0,2474.0,2002.0
420,75+ years,Armenia,2807061009.0,32495.0,60.1,male,1.0,3.0,2474.0,2003.0
421,55-74 years,Armenia,2807061009.0,194165.0,60.1,male,1.0,14.0,2474.0,2003.0
422,35-54 years,Armenia,2807061009.0,423001.0,60.1,male,1.0,21.0,2474.0,2003.0
423,75+ years,Armenia,2807061009.0,62935.0,60.1,female,1.0,3.0,2474.0,2003.0
424,25-34 years,Armenia,2807061009.0,210715.0,60.1,male,1.0,10.0,2474.0,2003.0
425,55-74 years,Armenia,2807061009.0,249909.0,60.1,female,1.0,3.0,2474.0,2003.0
426,35-54 years,Armenia,2807061009.0,473959.0,60.1,female,1.0,3.0,2474.0,2003.0
427,5-14 years,Armenia,2807061009.0,283952.0,60.1,male,1.0,1.0,2474.0,2003.0
428,15-24 years,Armenia,2807061009.0,300902.0,60.1,male,1.0,1.0,2474.0,2003.0
429,15-24 years,Armenia,2807061009.0,300080.0,60.1,female,0.0,0.0,2474.0,2003.0
430,25-34 years,Armenia,2807061009.0,225313.0,60.1,female,0.0,0.0,2474.0,2003.0
431,5-14 years,Armenia,2807061009.0,266940.0,60.1,female,0.0,0.0,2474.0,2003.0
432,75+ years,Armenia,6384451606.0,48123.0,149.7,male,2.0,6.0,2474.0,2006.0
433,55-74 years,Armenia,6384451606.0,184526.0,149.7,male,2.0,21.0,2474.0,2006.0
434,35-54 years,Armenia,6384451606.0,367346.0,149.7,male,1.0,17.0,2474.0,2006.0
435,15-24 years,Armenia,6384451606.0,276127.0,149.7,male,1.0,10.0,2474.0,2006.0
436,55-74 years,Armenia,6384451606.0,238745.0,149.7,female,1.0,8.0,2474.0,2006.0
437,25-34 years,Armenia,6384451606.0,188382.0,149.7,male,1.0,6.0,2474.0,2006.0
438,75+ years,Armenia,6384451606.0,78684.0,149.7,female,1.0,2.0,2474.0,2006.0
439,35-54 years,Armenia,6384451606.0,450477.0,149.7,female,1.0,5.0,2474.0,2006.0
440,25-34 years,Armenia,6384451606.0,215884.0,149.7,female,1.0,2.0,2474.0,2006.0
441,5-14 years,Armenia,6384451606.0,221941.0,149.7,male,1.0,1.0,2474.0,2006.0
442,15-24 years,Armenia,6384451606.0,290966.0,149.7,female,0.0,0.0,2474.0,2006.0
443,5-14 years,Armenia,6384451606.0,203195.0,149.7,female,0.0,0.0,2474.0,2006.0
444,75+ years,Armenia,9206301700.0,49296.0,217.0,male,2.0,7.0,2474.0,2007.0
445,55-74 years,Armenia,9206301700.0,185290.0,217.0,male,1.0,13.0,2474.0,2007.0
446,35-54 years,Armenia,9206301700.0,362189.0,217.0,male,1.0,19.0,2474.0,2007.0
447,55-74 years,Armenia,9206301700.0,240998.0,217.0,female,1.0,8.0,2474.0,2007.0
448,15-24 years,Armenia,9206301700.0,272188.0,217.0,male,1.0,7.0,2474.0,2007.0
449,25-34 years,Armenia,9206301700.0,191561.0,217.0,male,1.0,4.0,2474.0,2007.0
450,35-54 years,Armenia,9206301700.0,444817.0,217.0,female,1.0,8.0,2474.0,2007.0
451,75+ years,Armenia,9206301700.0,79210.0,217.0,female,1.0,1.0,2474.0,2007.0
452,15-24 years,Armenia,9206301700.0,288510.0,217.0,female,1.0,3.0,2474.0,2007.0
453,5-14 years,Armenia,9206301700.0,210620.0,217.0,male,1.0,1.0,2474.0,2007.0
454,25-34 years,Armenia,9206301700.0,220144.0,217.0,female,0.0,0.0,2474.0,2007.0
455,5-14 years,Armenia,9206301700.0,190490.0,217.0,female,0.0,0.0,2474.0,2007.0
456,75+ years,Armenia,11662040714.0,46886.0,285.7,male,2.0,7.0,2474.0,2008.0
457,55-74 years,Armenia,11662040714.0,198978.0,285.7,male,1.0,18.0,2474.0,2008.0
458,35-54 years,Armenia,11662040714.0,429649.0,285.7,male,1.0,11.0,2474.0,2008.0
459,35-54 years,Armenia,11662040714.0,477501.0,285.7,female,1.0,10.0,2474.0,2008.0
460,55-74 years,Armenia,11662040714.0,260264.0,285.7,female,1.0,5.0,2474.0,2008.0
461,25-34 years,Armenia,11662040714.0,250190.0,285.7,male,1.0,4.0,2474.0,2008.0
462,15-24 years,Armenia,11662040714.0,317794.0,285.7,male,1.0,3.0,2474.0,2008.0
463,25-34 years,Armenia,11662040714.0,254728.0,285.7,female,1.0,2.0,2474.0,2008.0
464,5-14 years,Armenia,11662040714.0,198065.0,285.7,female,1.0,1.0,2474.0,2008.0
465,5-14 years,Armenia,11662040714.0,220896.0,285.7,male,1.0,1.0,2474.0,2008.0
466,15-24 years,Armenia,11662040714.0,309009.0,285.7,female,1.0,1.0,2474.0,2008.0
467,75+ years,Armenia,11662040714.0,81431.0,285.7,female,0.0,0.0,2474.0,2008.0
468,75+ years,Armenia,8647936748.0,50759.0,264.3,male,2.0,8.0,2474.0,2009.0
469,55-74 years,Armenia,8647936748.0,189632.0,264.3,male,1.0,11.0,2474.0,2009.0
470,35-54 years,Armenia,8647936748.0,351694.0,264.3,male,1.0,17.0,2474.0,2009.0
471,15-24 years,Armenia,8647936748.0,259772.0,264.3,male,1.0,5.0,2474.0,2009.0
472,75+ years,Armenia,8647936748.0,79728.0,264.3,female,1.0,1.0,2474.0,2009.0
473,55-74 years,Armenia,8647936748.0,248767.0,264.3,female,1.0,3.0,2474.0,2009.0
474,25-34 years,Armenia,8647936748.0,198646.0,264.3,male,1.0,2.0,2474.0,2009.0
475,25-34 years,Armenia,8647936748.0,230582.0,264.3,female,1.0,2.0,2474.0,2009.0
476,35-54 years,Armenia,8647936748.0,433390.0,264.3,female,1.0,3.0,2474.0,2009.0
477,15-24 years,Armenia,8647936748.0,278535.0,264.3,female,1.0,1.0,2474.0,2009.0
478,5-14 years,Armenia,8647936748.0,172560.0,264.3,female,0.0,0.0,2474.0,2009.0
479,5-14 years,Armenia,8647936748.0,195630.0,264.3,male,0.0,0.0,2474.0,2009.0
480,75+ years,Armenia,9260284938.0,52333.0,274.7,male,2.0,6.0,2474.0,2010.0
481,55-74 years,Armenia,9260284938.0,193100.0,274.7,male,1.0,13.0,2474.0,2010.0
482,25-34 years,Armenia,9260284938.0,202936.0,274.7,male,1.0,10.0,2474.0,2010.0
483,35-54 years,Armenia,9260284938.0,346739.0,274.7,male,1.0,15.0,2474.0,2010.0
484,15-24 years,Armenia,9260284938.0,252152.0,274.7,male,1.0,8.0,2474.0,2010.0
485,55-74 years,Armenia,9260284938.0,253182.0,274.7,female,1.0,7.0,2474.0,2010.0
486,75+ years,Armenia,9260284938.0,81770.0,274.7,female,1.0,2.0,2474.0,2010.0
487,5-14 years,Armenia,9260284938.0,167142.0,274.7,female,1.0,2.0,2474.0,2010.0
488,35-54 years,Armenia,9260284938.0,427571.0,274.7,female,1.0,5.0,2474.0,2010.0
489,5-14 years,Armenia,9260284938.0,191722.0,274.7,male,1.0,2.0,2474.0,2010.0
490,15-24 years,Armenia,9260284938.0,270727.0,274.7,female,1.0,2.0,2474.0,2010.0
491,25-34 years,Armenia,9260284938.0,236851.0,274.7,female,1.0,1.0,2474.0,2010.0
492,75+ years,Armenia,10142111334.0,86643.0,290.2,female,1.0,6.0,2474.0,2011.0
493,35-54 years,Armenia,10142111334.0,341199.0,290.2,male,1.0,23.0,2474.0,2011.0
494,55-74 years,Armenia,10142111334.0,194982.0,290.2,male,1.0,11.0,2474.0,2011.0
495,25-34 years,Armenia,10142111334.0,209914.0,290.2,male,1.0,8.0,2474.0,2011.0
496,75+ years,Armenia,10142111334.0,55565.0,290.2,male,1.0,2.0,2474.0,2011.0
497,15-24 years,Armenia,10142111334.0,245227.0,290.2,male,1.0,7.0,2474.0,2011.0
498,15-24 years,Armenia,10142111334.0,259823.0,290.2,female,1.0,4.0,2474.0,2011.0
499,55-74 years,Armenia,10142111334.0,256541.0,290.2,female,1.0,3.0,2474.0,2011.0
500,35-54 years,Armenia,10142111334.0,422179.0,290.2,female,1.0,3.0,2474.0,2011.0
501,25-34 years,Armenia,10142111334.0,244912.0,290.2,female,0.0,0.0,2474.0,2011.0
502,5-14 years,Armenia,10142111334.0,164004.0,290.2,female,0.0,0.0,2474.0,2011.0
503,5-14 years,Armenia,10142111334.0,189377.0,290.2,male,0.0,0.0,2474.0,2011.0
504,75+ years,Armenia,10619320049.0,56598.0,350.3,male,1.0,5.0,2474.0,2012.0
505,35-54 years,Armenia,10619320049.0,376743.0,350.3,male,1.0,26.0,2474.0,2012.0
506,55-74 years,Armenia,10619320049.0,212482.0,350.3,male,1.0,11.0,2474.0,2012.0
507,25-34 years,Armenia,10619320049.0,245443.0,350.3,male,1.0,11.0,2474.0,2012.0
508,75+ years,Armenia,10619320049.0,91237.0,350.3,female,1.0,3.0,2474.0,2012.0
509,15-24 years,Armenia,10619320049.0,255119.0,350.3,male,1.0,5.0,2474.0,2012.0
510,35-54 years,Armenia,10619320049.0,428953.0,350.3,female,1.0,7.0,2474.0,2012.0
511,25-34 years,Armenia,10619320049.0,259768.0,350.3,female,1.0,4.0,2474.0,2012.0
512,55-74 years,Armenia,10619320049.0,273394.0,350.3,female,1.0,4.0,2474.0,2012.0
513,15-24 years,Armenia,10619320049.0,255088.0,350.3,female,1.0,2.0,2474.0,2012.0
514,5-14 years,Armenia,10619320049.0,192409.0,350.3,male,1.0,1.0,2474.0,2012.0
515,5-14 years,Armenia,10619320049.0,167066.0,350.3,female,0.0,0.0,2474.0,2012.0
516,75+ years,Armenia,11121465767.0,58640.0,357.7,male,2.0,7.0,2474.0,2013.0
517,75+ years,Armenia,11121465767.0,95093.0,357.7,female,1.0,6.0,2474.0,2013.0
518,55-74 years,Armenia,11121465767.0,218063.0,357.7,male,1.0,11.0,2474.0,2013.0
519,55-74 years,Armenia,11121465767.0,280566.0,357.7,female,1.0,11.0,2474.0,2013.0
520,25-34 years,Armenia,11121465767.0,250487.0,357.7,male,1.0,9.0,2474.0,2013.0
521,35-54 years,Armenia,11121465767.0,370440.0,357.7,male,1.0,13.0,2474.0,2013.0
522,35-54 years,Armenia,11121465767.0,423841.0,357.7,female,1.0,6.0,2474.0,2013.0
523,15-24 years,Armenia,11121465767.0,243687.0,357.7,male,1.0,2.0,2474.0,2013.0
524,5-14 years,Armenia,11121465767.0,193754.0,357.7,male,1.0,1.0,2474.0,2013.0
525,15-24 years,Armenia,11121465767.0,242386.0,357.7,female,1.0,1.0,2474.0,2013.0
526,25-34 years,Armenia,11121465767.0,265616.0,357.7,female,0.0,0.0,2474.0,2013.0
527,5-14 years,Armenia,11121465767.0,168091.0,357.7,female,0.0,0.0,2474.0,2013.0
528,75+ years,Armenia,11609512940.0,60108.0,381.3,male,2.0,9.0,2474.0,2014.0
529,75+ years,Armenia,11609512940.0,98118.0,381.3,female,1.0,6.0,2474.0,2014.0
530,55-74 years,Armenia,11609512940.0,224430.0,381.3,male,1.0,12.0,2474.0,2014.0
531,35-54 years,Armenia,11609512940.0,363362.0,381.3,male,1.0,13.0,2474.0,2014.0
532,25-34 years,Armenia,11609512940.0,253461.0,381.3,male,1.0,6.0,2474.0,2014.0
533,55-74 years,Armenia,11609512940.0,288822.0,381.3,female,1.0,4.0,2474.0,2014.0
534,15-24 years,Armenia,11609512940.0,230760.0,381.3,male,1.0,3.0,2474.0,2014.0
535,15-24 years,Armenia,11609512940.0,227895.0,381.3,female,1.0,2.0,2474.0,2014.0
536,5-14 years,Armenia,11609512940.0,171332.0,381.3,female,1.0,1.0,2474.0,2014.0
537,35-54 years,Armenia,11609512940.0,417829.0,381.3,female,1.0,2.0,2474.0,2014.0
538,25-34 years,Armenia,11609512940.0,269937.0,381.3,female,0.0,0.0,2474.0,2014.0
539,5-14 years,Armenia,11609512940.0,196975.0,381.3,male,0.0,0.0,2474.0,2014.0
540,75+ years,Armenia,10553337673.0,61355.0,359.1,male,2.0,12.0,2474.0,2015.0
541,55-74 years,Armenia,10553337673.0,231213.0,359.1,male,1.0,16.0,2474.0,2015.0
542,75+ years,Armenia,10553337673.0,100754.0,359.1,female,1.0,5.0,2474.0,2015.0
543,35-54 years,Armenia,10553337673.0,356715.0,359.1,male,1.0,15.0,2474.0,2015.0
544,25-34 years,Armenia,10553337673.0,255540.0,359.1,male,1.0,10.0,2474.0,2015.0
545,55-74 years,Armenia,10553337673.0,297936.0,359.1,female,1.0,5.0,2474.0,2015.0
546,15-24 years,Armenia,10553337673.0,212010.0,359.1,female,1.0,3.0,2474.0,2015.0
547,35-54 years,Armenia,10553337673.0,412360.0,359.1,female,1.0,4.0,2474.0,2015.0
548,15-24 years,Armenia,10553337673.0,216876.0,359.1,male,1.0,2.0,2474.0,2015.0
549,25-34 years,Armenia,10553337673.0,274108.0,359.1,female,1.0,2.0,2474.0,2015.0
550,5-14 years,Armenia,10553337673.0,175417.0,359.1,female,0.0,0.0,2474.0,2015.0
551,5-14 years,Armenia,10553337673.0,201051.0,359.1,male,0.0,0.0,2474.0,2015.0
552,75+ years,Armenia,10546135160.0,61956.0,363.1,male,2.0,12.0,2474.0,2016.0
553,55-74 years,Armenia,10546135160.0,237813.0,363.1,male,1.0,16.0,2474.0,2016.0
554,35-54 years,Armenia,10546135160.0,350633.0,363.1,male,1.0,16.0,2474.0,2016.0
555,15-24 years,Armenia,10546135160.0,202220.0,363.1,male,1.0,5.0,2474.0,2016.0
556,75+ years,Armenia,10546135160.0,102414.0,363.1,female,1.0,2.0,2474.0,2016.0
557,55-74 years,Armenia,10546135160.0,308349.0,363.1,female,1.0,6.0,2474.0,2016.0
558,25-34 years,Armenia,10546135160.0,255665.0,363.1,male,1.0,4.0,2474.0,2016.0
559,35-54 years,Armenia,10546135160.0,408109.0,363.1,female,1.0,3.0,2474.0,2016.0
560,25-34 years,Armenia,10546135160.0,277452.0,363.1,female,1.0,2.0,2474.0,2016.0
561,15-24 years,Armenia,10546135160.0,195422.0,363.1,female,1.0,1.0,2474.0,2016.0
562,75+ years,Austria,69386774475.0,156535.0,,male,10.0,152.0,1884.0,1985.0
563,55-74 years,Austria,69386774475.0,584253.0,,male,7.0,355.0,1884.0,1985.0
564,35-54 years,Austria,69386774475.0,940526.0,,male,6.0,515.0,1884.0,1985.0
565,25-34 years,Austria,69386774475.0,548783.0,,male,5.0,232.0,1884.0,1985.0
566,75+ years,Austria,69386774475.0,339223.0,,female,4.0,110.0,1884.0,1985.0
567,15-24 years,Austria,69386774475.0,653728.0,,male,4.0,207.0,1884.0,1985.0
568,55-74 years,Austria,69386774475.0,842978.0,,female,3.0,220.0,1884.0,1985.0
569,35-54 years,Austria,69386774475.0,936799.0,,female,2.0,186.0,1884.0,1985.0
570,25-34 years,Austria,69386774475.0,544765.0,,female,2.0,56.0,1884.0,1985.0
