,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
10817,5-14 years,Russian Federation,1300000000000.0,6605348,531.4,female,1.04,69,2007
10818,75+ years,Russian Federation,1660000000000.0,2029226,695.7,male,84.37,1712,2008
10819,25-34 years,Russian Federation,1660000000000.0,11091377,695.7,male,61.85,6860,2008
10820,35-54 years,Russian Federation,1660000000000.0,20041975,695.7,male,59.12,11848,2008
10821,55-74 years,Russian Federation,1660000000000.0,10403205,695.7,male,56.28,5855,2008
10822,15-24 years,Russian Federation,1660000000000.0,11377099,695.7,male,42.74,4863,2008
10823,75+ years,Russian Federation,1660000000000.0,5714841,695.7,female,22.49,1285,2008
10824,55-74 years,Russian Federation,1660000000000.0,15906813,695.7,female,10.14,1613,2008
10825,35-54 years,Russian Federation,1660000000000.0,22229346,695.7,female,9.18,2040,2008
10826,25-34 years,Russian Federation,1660000000000.0,11179123,695.7,female,8.78,981,2008
10827,15-24 years,Russian Federation,1660000000000.0,11025088,695.7,female,8.31,916,2008
10828,5-14 years,Russian Federation,1660000000000.0,6848169,695.7,male,2.16,148,2008
10829,5-14 years,Russian Federation,1660000000000.0,6539687,695.7,female,1.38,90,2008
10830,75+ years,Russian Federation,1220000000000.0,2012787,587.2,male,76.21,1534,2009
10831,25-34 years,Russian Federation,1220000000000.0,11373727,587.2,male,63.59,7233,2009
10832,35-54 years,Russian Federation,1220000000000.0,19901557,587.2,male,58.89,11721,2009
10833,55-74 years,Russian Federation,1220000000000.0,10645241,587.2,male,52.95,5637,2009
10834,15-24 years,Russian Federation,1220000000000.0,10819693,587.2,male,42.81,4632,2009
10835,75+ years,Russian Federation,1220000000000.0,5657810,587.2,female,20.03,1133,2009
10836,55-74 years,Russian Federation,1220000000000.0,16287675,587.2,female,9.33,1519,2009
10837,35-54 years,Russian Federation,1220000000000.0,22050450,587.2,female,8.75,1930,2009
10838,25-34 years,Russian Federation,1220000000000.0,11440839,587.2,female,8.62,986,2009
10839,15-24 years,Russian Federation,1220000000000.0,10472951,587.2,female,8.01,839,2009
10840,5-14 years,Russian Federation,1220000000000.0,6869835,587.2,male,2.42,166,2009
10841,5-14 years,Russian Federation,1220000000000.0,6552868,587.2,female,1.19,78,2009
10842,75+ years,Russian Federation,1520000000000.0,2023458,689.9,male,74.43,1506,2010
10843,25-34 years,Russian Federation,1520000000000.0,11398127,689.9,male,57.1,6508,2010
10844,35-54 years,Russian Federation,1520000000000.0,19786280,689.9,male,52.08,10304,2010
10845,55-74 years,Russian Federation,1520000000000.0,11174530,689.9,male,46.34,5178,2010
10846,15-24 years,Russian Federation,1520000000000.0,10546669,689.9,male,37.3,3934,2010
10847,75+ years,Russian Federation,1520000000000.0,5711389,689.9,female,18.23,1041,2010
10848,55-74 years,Russian Federation,1520000000000.0,16921727,689.9,female,8.0,1354,2010
10849,25-34 years,Russian Federation,1520000000000.0,11473939,689.9,female,7.78,893,2010
10850,35-54 years,Russian Federation,1520000000000.0,21894031,689.9,female,7.67,1680,2010
10851,15-24 years,Russian Federation,1520000000000.0,10241329,689.9,female,7.45,763,2010
10852,5-14 years,Russian Federation,1520000000000.0,7012170,689.9,male,1.87,131,2010
10853,5-14 years,Russian Federation,1520000000000.0,6682338,689.9,female,0.96,64,2010
10854,75+ years,Russian Federation,2050000000000.0,2093449,795.3,male,70.94,1485,2011
10855,25-34 years,Russian Federation,2050000000000.0,11598196,795.3,male,51.83,6011,2011
10856,35-54 years,Russian Federation,2050000000000.0,19684905,795.3,male,47.81,9411,2011
10857,55-74 years,Russian Federation,2050000000000.0,11401026,795.3,male,42.91,4892,2011
10858,15-24 years,Russian Federation,2050000000000.0,10070836,795.3,male,35.44,3569,2011
10859,75+ years,Russian Federation,2050000000000.0,5829088,795.3,female,18.92,1103,2011
10860,15-24 years,Russian Federation,2050000000000.0,9723773,795.3,female,7.61,740,2011
10861,55-74 years,Russian Federation,2050000000000.0,17200185,795.3,female,7.56,1300,2011
10862,25-34 years,Russian Federation,2050000000000.0,11638171,795.3,female,7.24,843,2011
10863,35-54 years,Russian Federation,2050000000000.0,21733089,795.3,female,6.97,1515,2011
10864,5-14 years,Russian Federation,2050000000000.0,7052757,795.3,male,1.45,102,2011
10865,5-14 years,Russian Federation,2050000000000.0,6720399,795.3,female,1.0,67,2011
10866,75+ years,Russian Federation,2210000000000.0,2211989,863.5,male,67.18,1486,2012
10867,25-34 years,Russian Federation,2210000000000.0,11845892,863.5,male,48.64,5762,2012
10868,35-54 years,Russian Federation,2210000000000.0,19588712,863.5,male,44.69,8755,2012
10869,55-74 years,Russian Federation,2210000000000.0,11597408,863.5,male,41.42,4804,2012
10870,15-24 years,Russian Federation,2210000000000.0,9484213,863.5,male,34.53,3275,2012
10871,75+ years,Russian Federation,2210000000000.0,6062562,863.5,female,18.06,1095,2012
10872,25-34 years,Russian Federation,2210000000000.0,11827264,863.5,female,7.32,866,2012
10873,35-54 years,Russian Federation,2210000000000.0,21564691,863.5,female,7.29,1572,2012
10874,55-74 years,Russian Federation,2210000000000.0,17375445,863.5,female,7.07,1229,2012
10875,15-24 years,Russian Federation,2210000000000.0,9131383,863.5,female,6.87,627,2012
10876,5-14 years,Russian Federation,2210000000000.0,7159170,863.5,male,1.49,107,2012
10877,5-14 years,Russian Federation,2210000000000.0,6819793,863.5,female,0.95,65,2012
10878,75+ years,Russian Federation,2300000000000.0,2349484,935.8,male,65.93,1549,2013
10879,25-34 years,Russian Federation,2300000000000.0,12057910,935.8,male,48.31,5825,2013
10880,35-54 years,Russian Federation,2300000000000.0,19484117,935.8,male,45.24,8815,2013
10881,55-74 years,Russian Federation,2300000000000.0,11808589,935.8,male,39.33,4644,2013
10882,15-24 years,Russian Federation,2300000000000.0,8908926,935.8,male,31.09,2770,2013
10883,75+ years,Russian Federation,2300000000000.0,6355318,935.8,female,15.73,1000,2013
10884,35-54 years,Russian Federation,2300000000000.0,21385188,935.8,female,6.8,1454,2013
10885,25-34 years,Russian Federation,2300000000000.0,11984461,935.8,female,6.7,803,2013
10886,55-74 years,Russian Federation,2300000000000.0,17517861,935.8,female,6.59,1154,2013
10887,15-24 years,Russian Federation,2300000000000.0,8554683,935.8,female,5.97,511,2013
10888,5-14 years,Russian Federation,2300000000000.0,7327888,935.8,male,1.51,111,2013
10889,5-14 years,Russian Federation,2300000000000.0,6979537,935.8,female,0.77,54,2013
10890,75+ years,Russian Federation,2060000000000.0,2349484,935.8,male,67.97,1597,2014
10891,25-34 years,Russian Federation,2060000000000.0,12057910,935.8,male,43.76,5276,2014
10892,35-54 years,Russian Federation,2060000000000.0,19484117,935.8,male,41.6,8105,2014
10893,55-74 years,Russian Federation,2060000000000.0,11808589,935.8,male,38.12,4501,2014
10894,15-24 years,Russian Federation,2060000000000.0,8908926,935.8,male,25.94,2311,2014
10895,75+ years,Russian Federation,2060000000000.0,6355318,935.8,female,16.03,1019,2014
10896,55-74 years,Russian Federation,2060000000000.0,17517861,935.8,female,6.31,1105,2014
10897,35-54 years,Russian Federation,2060000000000.0,21385188,935.8,female,6.06,1297,2014
10898,25-34 years,Russian Federation,2060000000000.0,11984461,935.8,female,6.03,723,2014
10899,15-24 years,Russian Federation,2060000000000.0,8554683,935.8,female,5.46,467,2014
10900,5-14 years,Russian Federation,2060000000000.0,7327888,935.8,male,1.31,96,2014
10901,5-14 years,Russian Federation,2060000000000.0,6979537,935.8,female,0.63,44,2014
10902,75+ years,Russian Federation,1370000000000.0,2608590,935.8,male,58.23,1519,2015
10903,35-54 years,Russian Federation,1370000000000.0,19598084,935.8,male,40.3,7898,2015
10904,25-34 years,Russian Federation,1370000000000.0,12407057,935.8,male,40.25,4994,2015
10905,55-74 years,Russian Federation,1370000000000.0,12564884,935.8,male,35.36,4443,2015
10906,15-24 years,Russian Federation,1370000000000.0,7995706,935.8,male,24.11,1928,2015
10907,75+ years,Russian Federation,1370000000000.0,6957819,935.8,female,13.7,953,2015
10908,35-54 years,Russian Federation,1370000000000.0,21387236,935.8,female,6.5,1391,2015
10909,25-34 years,Russian Federation,1370000000000.0,12264840,935.8,female,5.95,730,2015
10910,55-74 years,Russian Federation,1370000000000.0,18280577,935.8,female,5.81,1062,2015
10911,15-24 years,Russian Federation,1370000000000.0,7653174,935.8,female,4.94,378,2015
10912,5-14 years,Russian Federation,1370000000000.0,7836667,935.8,male,1.01,79,2015
10913,5-14 years,Russian Federation,1370000000000.0,7464309,935.8,female,0.76,57,2015
10914,75+ years,Serbia,18284194680.0,123440,153.8,male,119.09,147,1998
10915,55-74 years,Serbia,18284194680.0,817210,153.8,male,46.74,382,1998
10916,75+ years,Serbia,18284194680.0,200874,153.8,female,34.85,70,1998
10917,35-54 years,Serbia,18284194680.0,1082941,153.8,male,28.44,308,1998
10918,25-34 years,Serbia,18284194680.0,480472,153.8,male,22.27,107,1998
10919,55-74 years,Serbia,18284194680.0,969361,153.8,female,20.32,197,1998
10920,15-24 years,Serbia,18284194680.0,521985,153.8,male,13.03,68,1998
10921,35-54 years,Serbia,18284194680.0,1097115,153.8,female,11.85,130,1998
10922,25-34 years,Serbia,18284194680.0,481780,153.8,female,5.4,26,1998
10923,15-24 years,Serbia,18284194680.0,502071,153.8,female,4.18,21,1998
10924,5-14 years,Serbia,18284194680.0,460897,153.8,male,0.65,3,1998
10925,5-14 years,Serbia,18284194680.0,440856,153.8,female,0.23,1,1998
10926,75+ years,Serbia,18409364147.0,129749,87.2,male,129.48,168,1999
10927,75+ years,Serbia,18409364147.0,213084,87.2,female,55.85,119,1999
10928,55-74 years,Serbia,18409364147.0,804692,87.2,male,51.32,413,1999
10929,35-54 years,Serbia,18409364147.0,1085251,87.2,male,31.33,340,1999
10930,55-74 years,Serbia,18409364147.0,953953,87.2,female,21.07,201,1999
10931,25-34 years,Serbia,18409364147.0,480354,87.2,male,17.07,82,1999
10932,15-24 years,Serbia,18409364147.0,522386,87.2,male,16.27,85,1999
10933,35-54 years,Serbia,18409364147.0,1102441,87.2,female,8.8,97,1999
10934,25-34 years,Serbia,18409364147.0,482265,87.2,female,6.43,31,1999
10935,15-24 years,Serbia,18409364147.0,503117,87.2,female,5.76,29,1999
10936,5-14 years,Serbia,18409364147.0,432529,87.2,female,0.69,3,1999
10937,5-14 years,Serbia,18409364147.0,453010,87.2,male,0.66,3,1999
10938,75+ years,Serbia,6540247190.0,135980,69.5,male,119.14,162,2000
10939,55-74 years,Serbia,6540247190.0,788999,69.5,male,52.85,417,2000
10940,75+ years,Serbia,6540247190.0,224751,69.5,female,43.16,97,2000
10941,35-54 years,Serbia,6540247190.0,1091897,69.5,male,27.84,304,2000
10942,55-74 years,Serbia,6540247190.0,934771,69.5,female,24.39,228,2000
10943,25-34 years,Serbia,6540247190.0,482971,69.5,male,20.29,98,2000
10944,15-24 years,Serbia,6540247190.0,521679,69.5,male,15.91,83,2000
10945,35-54 years,Serbia,6540247190.0,1110851,69.5,female,8.73,97,2000
10946,25-34 years,Serbia,6540247190.0,484418,69.5,female,6.4,31,2000
10947,15-24 years,Serbia,6540247190.0,502157,69.5,female,3.39,17,2000
10948,5-14 years,Serbia,6540247190.0,445855,69.5,male,1.12,5,2000
10949,5-14 years,Serbia,6540247190.0,424811,69.5,female,0.94,4,2000
10950,75+ years,Serbia,12267175481.0,143189,129.1,male,113.84,163,2001
10951,55-74 years,Serbia,12267175481.0,776659,129.1,male,47.12,366,2001
10952,75+ years,Serbia,12267175481.0,237291,129.1,female,35.82,85,2001
10953,35-54 years,Serbia,12267175481.0,1097381,129.1,male,29.98,329,2001
10954,25-34 years,Serbia,12267175481.0,487989,129.1,male,18.85,92,2001
10955,55-74 years,Serbia,12267175481.0,918529,129.1,female,18.83,173,2001
10956,15-24 years,Serbia,12267175481.0,519061,129.1,male,13.68,71,2001
10957,35-54 years,Serbia,12267175481.0,1117999,129.1,female,11.27,126,2001
10958,25-34 years,Serbia,12267175481.0,488261,129.1,female,4.3,21,2001
10959,15-24 years,Serbia,12267175481.0,498990,129.1,female,2.4,12,2001
10960,5-14 years,Serbia,12267175481.0,439347,129.1,male,0.91,4,2001
10961,5-14 years,Serbia,12267175481.0,417714,129.1,female,0.0,0,2001
10962,75+ years,Serbia,16116843146.0,151768,205.9,male,108.72,165,2002
10963,55-74 years,Serbia,16116843146.0,772635,205.9,male,53.07,410,2002
10964,75+ years,Serbia,16116843146.0,250502,205.9,female,38.32,96,2002
10965,35-54 years,Serbia,16116843146.0,1094978,205.9,male,28.22,309,2002
10966,25-34 years,Serbia,16116843146.0,494298,205.9,male,19.02,94,2002
10967,55-74 years,Serbia,16116843146.0,910921,205.9,female,18.55,169,2002
10968,15-24 years,Serbia,16116843146.0,516180,205.9,male,13.37,69,2002
10969,35-54 years,Serbia,16116843146.0,1116564,205.9,female,8.42,94,2002
10970,25-34 years,Serbia,16116843146.0,492285,205.9,female,4.67,23,2002
10971,15-24 years,Serbia,16116843146.0,495315,205.9,female,2.62,13,2002
10972,5-14 years,Serbia,16116843146.0,432109,205.9,male,0.93,4,2002
10973,5-14 years,Serbia,16116843146.0,410558,205.9,female,0.0,0,2002
10974,75+ years,Serbia,21188704081.0,160745,288.5,male,98.29,158,2003
10975,55-74 years,Serbia,21188704081.0,770873,288.5,male,44.62,344,2003
10976,75+ years,Serbia,21188704081.0,262606,288.5,female,32.37,85,2003
10977,35-54 years,Serbia,21188704081.0,1083446,288.5,male,31.57,342,2003
10978,25-34 years,Serbia,21188704081.0,499406,288.5,male,17.82,89,2003
10979,55-74 years,Serbia,21188704081.0,907413,288.5,female,17.08,155,2003
10980,15-24 years,Serbia,21188704081.0,511900,288.5,male,12.5,64,2003
10981,35-54 years,Serbia,21188704081.0,1106280,288.5,female,9.31,103,2003
10982,25-34 years,Serbia,21188704081.0,494582,288.5,female,4.45,22,2003
10983,15-24 years,Serbia,21188704081.0,490226,288.5,female,3.26,16,2003
10984,5-14 years,Serbia,21188704081.0,402011,288.5,female,0.0,0,2003
10985,5-14 years,Serbia,21188704081.0,422487,288.5,male,0.0,0,2003
10986,75+ years,Serbia,24861483281.0,170536,352.1,male,103.2,176,2004
10987,55-74 years,Serbia,24861483281.0,770962,352.1,male,48.77,376,2004
10988,35-54 years,Serbia,24861483281.0,1069970,352.1,male,27.66,296,2004
10989,75+ years,Serbia,24861483281.0,274458,352.1,female,23.32,64,2004
10990,55-74 years,Serbia,24861483281.0,906656,352.1,female,17.43,158,2004
10991,25-34 years,Serbia,24861483281.0,504902,352.1,male,14.66,74,2004
10992,15-24 years,Serbia,24861483281.0,506347,352.1,male,10.86,55,2004
10993,35-54 years,Serbia,24861483281.0,1093778,352.1,female,10.7,117,2004
10994,25-34 years,Serbia,24861483281.0,497596,352.1,female,4.02,20,2004
10995,15-24 years,Serbia,24861483281.0,484852,352.1,female,1.65,8,2004
10996,5-14 years,Serbia,24861483281.0,413105,352.1,male,0.24,1,2004
10997,5-14 years,Serbia,24861483281.0,393202,352.1,female,0.0,0,2004
10998,75+ years,Serbia,26252007830.0,180107,382.4,male,108.27,195,2005
10999,55-74 years,Serbia,26252007830.0,773127,382.4,male,49.41,382,2005
11000,75+ years,Serbia,26252007830.0,286007,382.4,female,36.01,103,2005
11001,35-54 years,Serbia,26252007830.0,1054508,382.4,male,27.98,295,2005
11002,55-74 years,Serbia,26252007830.0,907793,382.4,female,18.95,172,2005
11003,25-34 years,Serbia,26252007830.0,509858,382.4,male,16.87,86,2005
11004,35-54 years,Serbia,26252007830.0,1078540,382.4,female,10.57,114,2005
11005,15-24 years,Serbia,26252007830.0,499116,382.4,male,9.02,45,2005
11006,25-34 years,Serbia,26252007830.0,501034,382.4,female,5.99,30,2005
11007,15-24 years,Serbia,26252007830.0,478193,382.4,female,2.51,12,2005
11008,5-14 years,Serbia,26252007830.0,405216,382.4,male,0.74,3,2005
11009,5-14 years,Serbia,26252007830.0,385483,382.4,female,0.0,0,2005
11010,75+ years,Serbia,30607991862.0,189274,472.8,male,103.55,196,2006
11011,55-74 years,Serbia,30607991862.0,774694,472.8,male,47.24,366,2006
11012,75+ years,Serbia,30607991862.0,296792,472.8,female,41.11,122,2006
11013,35-54 years,Serbia,30607991862.0,1040532,472.8,male,29.98,312,2006
11014,25-34 years,Serbia,30607991862.0,513643,472.8,male,18.11,93,2006
11015,55-74 years,Serbia,30607991862.0,908095,472.8,female,17.4,158,2006
11016,15-24 years,Serbia,30607991862.0,491590,472.8,male,10.58,52,2006
11017,35-54 years,Serbia,30607991862.0,1064812,472.8,female,9.67,103,2006
11018,25-34 years,Serbia,30607991862.0,503695,472.8,female,4.96,25,2006
11019,15-24 years,Serbia,30607991862.0,470829,472.8,female,2.97,14,2006
11020,5-14 years,Serbia,30607991862.0,398605,472.8,male,0.5,2,2006
11021,5-14 years,Serbia,30607991862.0,379250,472.8,female,0.0,0,2006
11022,75+ years,Serbia,40289556656.0,196533,662.8,male,91.59,180,2007
11023,55-74 years,Serbia,40289556656.0,779298,662.8,male,47.22,368,2007
11024,75+ years,Serbia,40289556656.0,305647,662.8,female,29.45,90,2007
11025,35-54 years,Serbia,40289556656.0,1026072,662.8,male,26.51,272,2007
11026,55-74 years,Serbia,40289556656.0,910892,662.8,female,18.55,169,2007
11027,25-34 years,Serbia,40289556656.0,516639,662.8,male,17.03,88,2007
11028,15-24 years,Serbia,40289556656.0,483634,662.8,male,12.41,60,2007
11029,35-54 years,Serbia,40289556656.0,1051329,662.8,female,8.75,92,2007
11030,25-34 years,Serbia,40289556656.0,505537,662.8,female,4.35,22,2007
11031,15-24 years,Serbia,40289556656.0,463240,662.8,female,2.59,12,2007
11032,5-14 years,Serbia,40289556656.0,375598,662.8,female,0.0,0,2007
11033,5-14 years,Serbia,40289556656.0,395191,662.8,male,0.0,0,2007
11034,75+ years,Serbia,49259526053.0,204761,819.6,male,85.47,175,2008
11035,55-74 years,Serbia,49259526053.0,787243,819.6,male,37.6,296,2008
11036,35-54 years,Serbia,49259526053.0,1009044,819.6,male,29.33,296,2008
11037,75+ years,Serbia,49259526053.0,315905,819.6,female,28.81,91,2008
11038,25-34 years,Serbia,49259526053.0,519052,819.6,male,18.3,95,2008
11039,55-74 years,Serbia,49259526053.0,916599,819.6,female,16.69,153,2008
11040,35-54 years,Serbia,49259526053.0,1035157,819.6,female,10.14,105,2008
11041,15-24 years,Serbia,49259526053.0,474210,819.6,male,8.65,41,2008
11042,25-34 years,Serbia,49259526053.0,506464,819.6,female,4.54,23,2008
11043,15-24 years,Serbia,49259526053.0,453885,819.6,female,3.08,14,2008
11044,5-14 years,Serbia,49259526053.0,373176,819.6,female,0.0,0,2008
11045,5-14 years,Serbia,49259526053.0,393036,819.6,male,0.0,0,2008
11046,75+ years,Serbia,42616653300.0,212060,653.2,male,96.2,204,2009
11047,55-74 years,Serbia,42616653300.0,795140,653.2,male,42.89,341,2009
11048,35-54 years,Serbia,42616653300.0,994315,653.2,male,32.99,328,2009
11049,75+ years,Serbia,42616653300.0,324298,653.2,female,28.37,92,2009
11050,25-34 years,Serbia,42616653300.0,520754,653.2,male,16.32,85,2009
11051,55-74 years,Serbia,42616653300.0,923078,653.2,female,15.71,145,2009
11052,35-54 years,Serbia,42616653300.0,1020674,653.2,female,9.99,102,2009
11053,15-24 years,Serbia,42616653300.0,464633,653.2,male,8.18,38,2009
11054,25-34 years,Serbia,42616653300.0,507066,653.2,female,5.72,29,2009
11055,15-24 years,Serbia,42616653300.0,443784,653.2,female,1.8,8,2009
11056,5-14 years,Serbia,42616653300.0,391205,653.2,male,0.26,1,2009
11057,5-14 years,Serbia,42616653300.0,371233,653.2,female,0.0,0,2009
11058,75+ years,Serbia,39460357731.0,218129,610.4,male,93.52,204,2010
11059,55-74 years,Serbia,39460357731.0,802176,610.4,male,42.51,341,2010
11060,75+ years,Serbia,39460357731.0,330923,610.4,female,26.59,88,2010
11061,35-54 years,Serbia,39460357731.0,982567,610.4,male,25.65,252,2010
11062,25-34 years,Serbia,39460357731.0,520649,610.4,male,14.79,77,2010
11063,55-74 years,Serbia,39460357731.0,929555,610.4,female,13.77,128,2010
11064,15-24 years,Serbia,39460357731.0,456237,610.4,male,6.36,29,2010
11065,35-54 years,Serbia,39460357731.0,1008522,610.4,female,6.35,64,2010
11066,25-34 years,Serbia,39460357731.0,505753,610.4,female,3.56,18,2010
11067,15-24 years,Serbia,39460357731.0,434665,610.4,female,1.38,6,2010
11068,5-14 years,Serbia,39460357731.0,367970,610.4,female,0.0,0,2010
11069,5-14 years,Serbia,39460357731.0,387725,610.4,male,0.0,0,2010
11070,75+ years,Serbia,46466728667.0,215193,719.1,male,98.05,211,2011
11071,55-74 years,Serbia,46466728667.0,847315,719.1,male,37.29,316,2011
11072,75+ years,Serbia,46466728667.0,333972,719.1,female,28.45,95,2011
11073,35-54 years,Serbia,46466728667.0,982723,719.1,male,28.09,276,2011
11074,25-34 years,Serbia,46466728667.0,501889,719.1,male,15.34,77,2011
11075,55-74 years,Serbia,46466728667.0,970364,719.1,female,14.63,142,2011
11076,35-54 years,Serbia,46466728667.0,1000759,719.1,female,7.69,77,2011
11077,15-24 years,Serbia,46466728667.0,439356,719.1,male,6.37,28,2011
11078,25-34 years,Serbia,46466728667.0,483724,719.1,female,4.34,21,2011
11079,15-24 years,Serbia,46466728667.0,416251,719.1,female,2.64,11,2011
11080,5-14 years,Serbia,46466728667.0,344544,719.1,female,0.29,1,2011
11081,5-14 years,Serbia,46466728667.0,363937,719.1,male,0.27,1,2011
11082,75+ years,Serbia,40742313861.0,220812,652.8,male,90.12,199,2012
11083,55-74 years,Serbia,40742313861.0,850478,652.8,male,40.21,342,2012
11084,35-54 years,Serbia,40742313861.0,977855,652.8,male,27.82,272,2012
11085,75+ years,Serbia,40742313861.0,338375,652.8,female,25.12,85,2012
11086,25-34 years,Serbia,40742313861.0,496790,652.8,male,17.11,85,2012
11087,55-74 years,Serbia,40742313861.0,970977,652.8,female,13.18,128,2012
11088,15-24 years,Serbia,40742313861.0,429268,652.8,male,7.69,33,2012
11089,35-54 years,Serbia,40742313861.0,993068,652.8,female,7.25,72,2012
11090,25-34 years,Serbia,40742313861.0,479177,652.8,female,3.55,17,2012
11091,15-24 years,Serbia,40742313861.0,408327,652.8,female,2.2,9,2012
11092,5-14 years,Serbia,40742313861.0,359823,652.8,male,0.28,1,2012
11093,5-14 years,Serbia,40742313861.0,342224,652.8,female,0.0,0,2012
11094,75+ years,Serbia,45519650911.0,222998,712.9,male,82.96,185,2013
11095,55-74 years,Serbia,45519650911.0,849852,712.9,male,39.77,338,2013
11096,35-54 years,Serbia,45519650911.0,974469,712.9,male,28.22,275,2013
11097,75+ years,Serbia,45519650911.0,345109,712.9,female,17.97,62,2013
11098,25-34 years,Serbia,45519650911.0,493013,712.9,male,14.81,73,2013
11099,55-74 years,Serbia,45519650911.0,972962,712.9,female,12.95,126,2013
11100,35-54 years,Serbia,45519650911.0,987642,712.9,female,8.3,82,2013
11101,15-24 years,Serbia,45519650911.0,419407,712.9,male,6.91,29,2013
11102,25-34 years,Serbia,45519650911.0,474010,712.9,female,5.06,24,2013
11103,15-24 years,Serbia,45519650911.0,397223,712.9,female,0.5,2,2013
11104,5-14 years,Serbia,45519650911.0,358022,712.9,male,0.28,1,2013
11105,5-14 years,Serbia,45519650911.0,338133,712.9,female,0.0,0,2013
11106,75+ years,Serbia,44210806366.0,226079,694.8,male,84.04,190,2014
11107,55-74 years,Serbia,44210806366.0,851225,694.8,male,40.29,343,2014
11108,75+ years,Serbia,44210806366.0,349278,694.8,female,24.62,86,2014
11109,35-54 years,Serbia,44210806366.0,971340,694.8,male,22.55,219,2014
11110,25-34 years,Serbia,44210806366.0,487583,694.8,male,14.97,73,2014
11111,55-74 years,Serbia,44210806366.0,974430,694.8,female,10.57,103,2014
11112,15-24 years,Serbia,44210806366.0,409374,694.8,male,7.82,32,2014
11113,35-54 years,Serbia,44210806366.0,982170,694.8,female,6.41,63,2014
11114,25-34 years,Serbia,44210806366.0,468482,694.8,female,4.48,21,2014
11115,15-24 years,Serbia,44210806366.0,387401,694.8,female,1.03,4,2014
11116,5-14 years,Serbia,44210806366.0,337165,694.8,female,0.0,0,2014
11117,5-14 years,Serbia,44210806366.0,357283,694.8,male,0.0,0,2014
11118,75+ years,Serbia,37160332465.0,228745,561.9,male,82.62,189,2015
11119,55-74 years,Serbia,37160332465.0,852168,561.9,male,33.56,286,2015
11120,35-54 years,Serbia,37160332465.0,967544,561.9,male,22.63,219,2015
11121,75+ years,Serbia,37160332465.0,351830,561.9,female,21.89,77,2015
11122,25-34 years,Serbia,37160332465.0,480793,561.9,male,14.56,70,2015
11123,55-74 years,Serbia,37160332465.0,976577,561.9,female,10.04,98,2015
11124,15-24 years,Serbia,37160332465.0,400082,561.9,male,6.75,27,2015
11125,35-54 years,Serbia,37160332465.0,975773,561.9,female,6.66,65,2015
11126,25-34 years,Serbia,37160332465.0,461733,561.9,female,4.55,21,2015
11127,15-24 years,Serbia,37160332465.0,378130,561.9,female,1.85,7,2015
11128,5-14 years,Serbia,37160332465.0,356525,561.9,male,0.56,2,2015
11129,5-14 years,Serbia,37160332465.0,336506,561.9,female,0.3,1,2015
11130,75+ years,Slovakia,15431288006.0,80914,255.2,male,55.61,45,1992
11131,35-54 years,Slovakia,15431288006.0,681903,255.2,male,43.85,299,1992
11132,55-74 years,Slovakia,15431288006.0,376475,255.2,male,40.64,153,1992
11133,25-34 years,Slovakia,15431288006.0,397370,255.2,male,25.42,101,1992
11134,15-24 years,Slovakia,15431288006.0,409337,255.2,male,13.19,54,1992
11135,55-74 years,Slovakia,15431288006.0,482354,255.2,female,10.99,53,1992
11136,75+ years,Slovakia,15431288006.0,140211,255.2,female,10.7,15,1992
11137,35-54 years,Slovakia,15431288006.0,704576,255.2,female,6.95,49,1992
11138,25-34 years,Slovakia,15431288006.0,385070,255.2,female,4.16,16,1992
11139,15-24 years,Slovakia,15431288006.0,392659,255.2,female,1.78,7,1992
11140,5-14 years,Slovakia,15431288006.0,419798,255.2,female,0.48,2,1992
11141,5-14 years,Slovakia,15431288006.0,438561,255.2,male,0.46,2,1992
11142,75+ years,Slovakia,16452201101.0,76871,255.2,male,49.43,38,1993
11143,35-54 years,Slovakia,16452201101.0,697893,255.2,male,43.56,304,1993
11144,55-74 years,Slovakia,16452201101.0,379898,255.2,male,35.01,133,1993
11145,25-34 years,Slovakia,16452201101.0,389917,255.2,male,23.85,93,1993
11146,15-24 years,Slovakia,16452201101.0,420445,255.2,male,12.37,52,1993
11147,75+ years,Slovakia,16452201101.0,135118,255.2,female,11.1,15,1993
11148,55-74 years,Slovakia,16452201101.0,491822,255.2,female,7.32,36,1993
11149,35-54 years,Slovakia,16452201101.0,719170,255.2,female,5.28,38,1993
11150,25-34 years,Slovakia,16452201101.0,378035,255.2,female,4.23,16,1993
11151,15-24 years,Slovakia,16452201101.0,403487,255.2,female,2.73,11,1993
11152,5-14 years,Slovakia,16452201101.0,430319,255.2,male,0.46,2,1993
11153,5-14 years,Slovakia,16452201101.0,412285,255.2,female,0.0,0,1993
11154,75+ years,Slovakia,20079363626.0,65983,255.2,male,48.5,32,1994
11155,35-54 years,Slovakia,20079363626.0,698995,255.2,male,37.63,263,1994
11156,55-74 years,Slovakia,20079363626.0,367426,255.2,male,36.2,133,1994
11157,25-34 years,Slovakia,20079363626.0,387422,255.2,male,21.94,85,1994
11158,15-24 years,Slovakia,20079363626.0,450907,255.2,male,14.64,66,1994
11159,75+ years,Slovakia,20079363626.0,122342,255.2,female,7.36,9,1994
11160,35-54 years,Slovakia,20079363626.0,718166,255.2,female,6.96,50,1994
11161,55-74 years,Slovakia,20079363626.0,483484,255.2,female,5.79,28,1994
11162,15-24 years,Slovakia,20079363626.0,434306,255.2,female,2.76,12,1994
