,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
3669,35-54 years,Finland,204000000000.0,745397,3213.3,female,14.62,109,2005
3670,55-74 years,Finland,204000000000.0,599482,3213.3,female,12.34,74,2005
3671,15-24 years,Finland,204000000000.0,319226,3213.3,female,10.34,33,2005
3672,25-34 years,Finland,204000000000.0,311835,3213.3,female,10.26,32,2005
3673,75+ years,Finland,204000000000.0,257062,3213.3,female,7.78,20,2005
3674,5-14 years,Finland,204000000000.0,307005,3213.3,female,0.65,2,2005
3675,5-14 years,Finland,204000000000.0,319407,3213.3,male,0.0,0,2005
3676,35-54 years,Finland,217000000000.0,752178,3362.0,male,41.21,310,2006
3677,55-74 years,Finland,217000000000.0,564074,3362.0,male,39.89,225,2006
3678,25-34 years,Finland,217000000000.0,329601,3362.0,male,34.28,113,2006
3679,75+ years,Finland,217000000000.0,135396,3362.0,male,32.5,44,2006
3680,15-24 years,Finland,217000000000.0,335416,3362.0,male,32.2,108,2006
3681,35-54 years,Finland,217000000000.0,736648,3362.0,female,14.12,104,2006
3682,55-74 years,Finland,217000000000.0,611527,3362.0,female,12.75,78,2006
3683,25-34 years,Finland,217000000000.0,313759,3362.0,female,10.52,33,2006
3684,75+ years,Finland,217000000000.0,262936,3362.0,female,9.13,24,2006
3685,15-24 years,Finland,217000000000.0,320699,3362.0,female,5.92,19,2006
3686,5-14 years,Finland,217000000000.0,315017,3362.0,male,0.95,3,2006
3687,5-14 years,Finland,217000000000.0,302489,3362.0,female,0.33,1,2006
3688,75+ years,Finland,255000000000.0,140553,3796.4,male,41.27,58,2007
3689,35-54 years,Finland,255000000000.0,742406,3796.4,male,40.01,297,2007
3690,55-74 years,Finland,255000000000.0,577963,3796.4,male,35.12,203,2007
3691,25-34 years,Finland,255000000000.0,334628,3796.4,male,30.18,101,2007
3692,15-24 years,Finland,255000000000.0,336401,3796.4,male,26.46,89,2007
3693,55-74 years,Finland,255000000000.0,624243,3796.4,female,13.3,83,2007
3694,35-54 years,Finland,255000000000.0,727224,3796.4,female,12.24,89,2007
3695,15-24 years,Finland,255000000000.0,321868,3796.4,female,9.63,31,2007
3696,25-34 years,Finland,255000000000.0,317967,3796.4,female,7.55,24,2007
3697,75+ years,Finland,255000000000.0,267590,3796.4,female,6.35,17,2007
3698,5-14 years,Finland,255000000000.0,310283,3796.4,male,0.97,3,2007
3699,5-14 years,Finland,255000000000.0,297727,3796.4,female,0.0,0,2007
3700,35-54 years,Finland,284000000000.0,732583,4251.7,male,45.18,331,2008
3701,55-74 years,Finland,284000000000.0,592016,4251.7,male,38.01,225,2008
3702,25-34 years,Finland,284000000000.0,342053,4251.7,male,33.91,116,2008
3703,75+ years,Finland,284000000000.0,145022,4251.7,male,31.72,46,2008
3704,15-24 years,Finland,284000000000.0,336624,4251.7,male,24.06,81,2008
3705,35-54 years,Finland,284000000000.0,716879,4251.7,female,12.69,91,2008
3706,55-74 years,Finland,284000000000.0,637681,4251.7,female,10.66,68,2008
3707,25-34 years,Finland,284000000000.0,324511,4251.7,female,9.86,32,2008
3708,15-24 years,Finland,284000000000.0,322278,4251.7,female,8.07,26,2008
3709,75+ years,Finland,284000000000.0,270887,4251.7,female,4.8,13,2008
3710,5-14 years,Finland,284000000000.0,293500,4251.7,female,0.68,2,2008
3711,5-14 years,Finland,284000000000.0,306062,4251.7,male,0.65,2,2008
3712,35-54 years,Finland,251000000000.0,724700,4139.0,male,40.43,293,2009
3713,75+ years,Finland,251000000000.0,149329,4139.0,male,38.17,57,2009
3714,25-34 years,Finland,251000000000.0,348421,4139.0,male,34.73,121,2009
3715,55-74 years,Finland,251000000000.0,604904,4139.0,male,33.23,201,2009
3716,15-24 years,Finland,251000000000.0,336510,4139.0,male,26.45,89,2009
3717,35-54 years,Finland,251000000000.0,708103,4139.0,female,14.12,100,2009
3718,55-74 years,Finland,251000000000.0,650862,4139.0,female,12.91,84,2009
3719,25-34 years,Finland,251000000000.0,330127,4139.0,female,12.12,40,2009
3720,15-24 years,Finland,251000000000.0,322353,4139.0,female,8.69,28,2009
3721,75+ years,Finland,251000000000.0,273822,4139.0,female,7.3,20,2009
3722,5-14 years,Finland,251000000000.0,290188,4139.0,female,0.34,1,2009
3723,5-14 years,Finland,251000000000.0,302997,4139.0,male,0.0,0,2009
3724,25-34 years,Finland,248000000000.0,351262,4053.7,male,33.88,119,2010
3725,75+ years,Finland,248000000000.0,153947,4053.7,male,33.78,52,2010
3726,35-54 years,Finland,248000000000.0,719196,4053.7,male,33.51,241,2010
3727,55-74 years,Finland,248000000000.0,616801,4053.7,male,32.43,200,2010
3728,15-24 years,Finland,248000000000.0,336807,4053.7,male,31.18,105,2010
3729,25-34 years,Finland,248000000000.0,332711,4053.7,female,11.12,37,2010
3730,35-54 years,Finland,248000000000.0,701523,4053.7,female,10.98,77,2010
3731,55-74 years,Finland,248000000000.0,663064,4053.7,female,10.41,69,2010
3732,15-24 years,Finland,248000000000.0,322681,4053.7,female,9.3,30,2010
3733,75+ years,Finland,248000000000.0,277369,4053.7,female,8.29,23,2010
3734,5-14 years,Finland,248000000000.0,300513,4053.7,male,0.33,1,2010
3735,5-14 years,Finland,248000000000.0,287620,4053.7,female,0.0,0,2010
3736,75+ years,Finland,274000000000.0,158719,4408.6,male,40.32,64,2011
3737,35-54 years,Finland,274000000000.0,715014,4408.6,male,36.22,259,2011
3738,55-74 years,Finland,274000000000.0,628483,4408.6,male,30.39,191,2011
3739,25-34 years,Finland,274000000000.0,352092,4408.6,male,29.82,105,2011
3740,15-24 years,Finland,274000000000.0,337265,4408.6,male,26.39,89,2011
3741,55-74 years,Finland,274000000000.0,674645,4408.6,female,10.82,73,2011
3742,35-54 years,Finland,274000000000.0,696397,4408.6,female,9.62,67,2011
3743,15-24 years,Finland,274000000000.0,322992,4408.6,female,8.36,27,2011
3744,25-34 years,Finland,274000000000.0,333422,4408.6,female,7.8,26,2011
3745,75+ years,Finland,274000000000.0,280924,4408.6,female,3.2,9,2011
3746,5-14 years,Finland,274000000000.0,299347,4408.6,male,0.67,2,2011
3747,5-14 years,Finland,274000000000.0,286685,4408.6,female,0.0,0,2011
3748,35-54 years,Finland,257000000000.0,711920,4186.3,male,33.01,235,2012
3749,55-74 years,Finland,257000000000.0,639345,4186.3,male,30.5,195,2012
3750,75+ years,Finland,257000000000.0,163645,4186.3,male,29.94,49,2012
3751,25-34 years,Finland,257000000000.0,352467,4186.3,male,25.82,91,2012
3752,15-24 years,Finland,257000000000.0,337342,4186.3,male,25.2,85,2012
3753,55-74 years,Finland,257000000000.0,685183,4186.3,female,12.7,87,2012
3754,15-24 years,Finland,257000000000.0,323218,4186.3,female,9.9,32,2012
3755,35-54 years,Finland,257000000000.0,692612,4186.3,female,9.38,65,2012
3756,25-34 years,Finland,257000000000.0,333404,4186.3,female,8.1,27,2012
3757,75+ years,Finland,257000000000.0,284657,4186.3,female,2.46,7,2012
3758,5-14 years,Finland,257000000000.0,286874,4186.3,female,0.0,0,2012
3759,5-14 years,Finland,257000000000.0,299783,4186.3,male,0.0,0,2012
3760,25-34 years,Finland,270000000000.0,353828,4385.9,male,37.02,131,2013
3761,55-74 years,Finland,270000000000.0,647538,4385.9,male,33.36,216,2013
3762,75+ years,Finland,270000000000.0,169485,4385.9,male,33.04,56,2013
3763,35-54 years,Finland,270000000000.0,710389,4385.9,male,27.31,194,2013
3764,15-24 years,Finland,270000000000.0,335688,4385.9,male,20.26,68,2013
3765,35-54 years,Finland,270000000000.0,690084,4385.9,female,10.43,72,2013
3766,55-74 years,Finland,270000000000.0,693297,4385.9,female,9.95,69,2013
3767,15-24 years,Finland,270000000000.0,321757,4385.9,female,9.63,31,2013
3768,25-34 years,Finland,270000000000.0,334557,4385.9,female,9.27,31,2013
3769,75+ years,Finland,270000000000.0,289147,4385.9,female,5.88,17,2013
3770,5-14 years,Finland,270000000000.0,288186,4385.9,female,0.35,1,2013
3771,5-14 years,Finland,270000000000.0,301477,4385.9,male,0.33,1,2013
3772,75+ years,Finland,273000000000.0,175827,4444.7,male,34.69,61,2014
3773,25-34 years,Finland,273000000000.0,356059,4444.7,male,30.89,110,2014
3774,35-54 years,Finland,273000000000.0,708947,4444.7,male,29.2,207,2014
3775,55-74 years,Finland,273000000000.0,654576,4444.7,male,23.98,157,2014
3776,15-24 years,Finland,273000000000.0,332717,4444.7,male,18.94,63,2014
3777,25-34 years,Finland,273000000000.0,336774,4444.7,female,10.99,37,2014
3778,35-54 years,Finland,273000000000.0,687641,4444.7,female,8.73,60,2014
3779,55-74 years,Finland,273000000000.0,700011,4444.7,female,8.43,59,2014
3780,15-24 years,Finland,273000000000.0,318826,4444.7,female,6.9,22,2014
3781,75+ years,Finland,273000000000.0,294322,4444.7,female,3.74,11,2014
3782,5-14 years,Finland,273000000000.0,290448,4444.7,female,0.34,1,2014
3783,5-14 years,Finland,273000000000.0,303796,4444.7,male,0.33,1,2014
3784,75+ years,Finland,232000000000.0,178936,3762.5,male,29.62,53,2015
3785,35-54 years,Finland,232000000000.0,704220,3762.5,male,26.98,190,2015
3786,25-34 years,Finland,232000000000.0,357334,3762.5,male,25.75,92,2015
3787,55-74 years,Finland,232000000000.0,665885,3762.5,male,23.88,159,2015
3788,15-24 years,Finland,232000000000.0,332082,3762.5,male,17.77,59,2015
3789,25-34 years,Finland,232000000000.0,337446,3762.5,female,8.89,30,2015
3790,35-54 years,Finland,232000000000.0,682671,3762.5,female,8.06,55,2015
3791,55-74 years,Finland,232000000000.0,711135,3762.5,female,7.73,55,2015
3792,75+ years,Finland,232000000000.0,295795,3762.5,female,7.1,21,2015
3793,15-24 years,Finland,232000000000.0,317937,3762.5,female,3.77,12,2015
3794,5-14 years,Finland,232000000000.0,305748,3762.5,male,1.64,5,2015
3795,5-14 years,Finland,232000000000.0,292608,3762.5,female,0.0,0,2015
3796,75+ years,France,553000000000.0,1263200,,male,120.49,1522,1985
3797,55-74 years,France,553000000000.0,4471600,,male,52.84,2363,1985
3798,35-54 years,France,553000000000.0,6799400,,male,40.47,2752,1985
3799,25-34 years,France,553000000000.0,4240100,,male,35.19,1492,1985
3800,75+ years,France,553000000000.0,2434600,,female,27.52,670,1985
3801,55-74 years,France,553000000000.0,5255800,,female,23.17,1218,1985
3802,15-24 years,France,553000000000.0,4349200,,male,17.01,740,1985
3803,35-54 years,France,553000000000.0,6652100,,female,16.01,1065,1985
3804,25-34 years,France,553000000000.0,4213300,,female,10.61,447,1985
3805,15-24 years,France,553000000000.0,4220700,,female,4.67,197,1985
3806,5-14 years,France,553000000000.0,3837000,,male,0.76,29,1985
3807,5-14 years,France,553000000000.0,3645600,,female,0.16,6,1985
3808,75+ years,France,771000000000.0,1207600,,male,121.32,1465,1986
3809,55-74 years,France,771000000000.0,4450700,,male,53.52,2382,1986
3810,35-54 years,France,771000000000.0,6825300,,male,41.71,2847,1986
3811,25-34 years,France,771000000000.0,4231000,,male,34.22,1448,1986
3812,75+ years,France,771000000000.0,2356000,,female,29.46,694,1986
3813,55-74 years,France,771000000000.0,5253800,,female,22.9,1203,1986
3814,35-54 years,France,771000000000.0,6692000,,female,16.99,1137,1986
3815,15-24 years,France,771000000000.0,4343700,,male,16.0,695,1986
3816,25-34 years,France,771000000000.0,4218000,,female,10.05,424,1986
3817,15-24 years,France,771000000000.0,4219700,,female,4.57,193,1986
3818,5-14 years,France,771000000000.0,4020800,,male,0.87,35,1986
3819,5-14 years,France,771000000000.0,3819000,,female,0.16,6,1986
3820,75+ years,France,934000000000.0,1314800,,male,113.4,1491,1987
3821,55-74 years,France,934000000000.0,4576100,,male,48.03,2198,1987
3822,35-54 years,France,934000000000.0,6973100,,male,40.94,2855,1987
3823,25-34 years,France,934000000000.0,4211300,,male,32.51,1369,1987
3824,75+ years,France,934000000000.0,2524500,,female,28.92,730,1987
3825,55-74 years,France,934000000000.0,5333200,,female,21.04,1122,1987
3826,35-54 years,France,934000000000.0,6839200,,female,16.43,1124,1987
3827,15-24 years,France,934000000000.0,4370700,,male,14.67,641,1987
3828,25-34 years,France,934000000000.0,4214400,,female,9.82,414,1987
3829,15-24 years,France,934000000000.0,4228600,,female,4.14,175,1987
3830,5-14 years,France,934000000000.0,3752400,,male,0.88,33,1987
3831,5-14 years,France,934000000000.0,3562500,,female,0.25,9,1987
3832,75+ years,France,1020000000000.0,1348100,,male,109.04,1470,1988
3833,55-74 years,France,1020000000000.0,4614700,,male,43.6,2012,1988
3834,35-54 years,France,1020000000000.0,7066300,,male,38.95,2752,1988
3835,25-34 years,France,1020000000000.0,4219800,,male,32.49,1371,1988
3836,75+ years,France,1020000000000.0,2579800,,female,25.27,652,1988
3837,55-74 years,France,1020000000000.0,5354800,,female,19.85,1063,1988
3838,35-54 years,France,1020000000000.0,6943200,,female,15.66,1087,1988
3839,15-24 years,France,1020000000000.0,4362100,,male,13.89,606,1988
3840,25-34 years,France,1020000000000.0,4229400,,female,8.98,380,1988
3841,15-24 years,France,1020000000000.0,4212400,,female,4.23,178,1988
3842,5-14 years,France,1020000000000.0,3707800,,male,0.62,23,1988
3843,5-14 years,France,1020000000000.0,3519200,,female,0.14,5,1988
3844,75+ years,France,1030000000000.0,1376800,,male,107.21,1476,1989
3845,55-74 years,France,1030000000000.0,4663000,,male,44.31,2066,1989
3846,35-54 years,France,1030000000000.0,7163600,,male,38.12,2731,1989
3847,25-34 years,France,1030000000000.0,4238300,,male,32.23,1366,1989
3848,75+ years,France,1030000000000.0,2631300,,female,25.73,677,1989
3849,55-74 years,France,1030000000000.0,5381700,,female,19.75,1063,1989
3850,15-24 years,France,1030000000000.0,4323100,,male,15.75,681,1989
3851,35-54 years,France,1030000000000.0,7049300,,female,14.8,1043,1989
3852,25-34 years,France,1030000000000.0,4242400,,female,9.22,391,1989
3853,15-24 years,France,1030000000000.0,4167800,,female,4.56,190,1989
3854,5-14 years,France,1030000000000.0,3684000,,male,0.62,23,1989
3855,5-14 years,France,1030000000000.0,3496600,,female,0.23,8,1989
3856,75+ years,France,1270000000000.0,1360900,2136.0,male,105.89,1441,1990
3857,55-74 years,France,1270000000000.0,4746800,2136.0,male,41.84,1986,1990
3858,35-54 years,France,1270000000000.0,7267500,2136.0,male,38.75,2816,1990
3859,25-34 years,France,1270000000000.0,4289900,2136.0,male,30.63,1314,1990
3860,75+ years,France,1270000000000.0,2583600,2136.0,female,25.58,661,1990
3861,55-74 years,France,1270000000000.0,5482800,2136.0,female,18.28,1002,1990
3862,15-24 years,France,1270000000000.0,4318400,2136.0,male,14.06,607,1990
3863,35-54 years,France,1270000000000.0,7178300,2136.0,female,13.67,981,1990
3864,25-34 years,France,1270000000000.0,4308400,2136.0,female,9.1,392,1990
3865,15-24 years,France,1270000000000.0,4175200,2136.0,female,4.41,184,1990
3866,5-14 years,France,1270000000000.0,3705600,2136.0,male,0.38,14,1990
3867,5-14 years,France,1270000000000.0,3535500,2136.0,female,0.14,5,1990
