,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
8359,15-24 years,Malta,3923637971.0,29500,1469.4,male,0.0,0,1998
8360,5-14 years,Malta,3923637971.0,28500,1469.4,male,0.0,0,1998
8361,75+ years,Malta,3923637971.0,6900,1469.4,male,0.0,0,1998
8362,25-34 years,Malta,4127313818.0,24500,1466.4,male,24.49,6,1999
8363,35-54 years,Malta,4127313818.0,57600,1466.4,male,19.1,11,1999
8364,75+ years,Malta,4127313818.0,7100,1466.4,male,14.08,1,1999
8365,55-74 years,Malta,4127313818.0,28900,1466.4,male,10.38,3,1999
8366,75+ years,Malta,4127313818.0,10900,1466.4,female,9.17,1,1999
8367,55-74 years,Malta,4127313818.0,34300,1466.4,female,5.83,2,1999
8368,15-24 years,Malta,4127313818.0,27900,1466.4,female,3.58,1,1999
8369,15-24 years,Malta,4127313818.0,29700,1466.4,male,3.37,1,1999
8370,35-54 years,Malta,4127313818.0,56800,1466.4,female,1.76,1,1999
8371,25-34 years,Malta,4127313818.0,23300,1466.4,female,0.0,0,1999
8372,5-14 years,Malta,4127313818.0,26500,1466.4,female,0.0,0,1999
8373,5-14 years,Malta,4127313818.0,28100,1466.4,male,0.0,0,1999
8374,75+ years,Malta,4306192436.0,7490,941.2,male,26.7,2,2000
8375,35-54 years,Malta,4306192436.0,57860,941.2,male,17.28,10,2000
8376,25-34 years,Malta,4306192436.0,24143,941.2,female,8.28,2,2000
8377,25-34 years,Malta,4306192436.0,25318,941.2,male,7.9,2,2000
8378,55-74 years,Malta,4306192436.0,30530,941.2,male,6.55,2,2000
8379,35-54 years,Malta,4306192436.0,57250,941.2,female,5.24,3,2000
8380,15-24 years,Malta,4306192436.0,30093,941.2,male,3.32,1,2000
8381,55-74 years,Malta,4306192436.0,35917,941.2,female,2.78,1,2000
8382,15-24 years,Malta,4306192436.0,28328,941.2,female,0.0,0,2000
8383,5-14 years,Malta,4306192436.0,26312,941.2,female,0.0,0,2000
8384,75+ years,Malta,4306192436.0,11486,941.2,female,0.0,0,2000
8385,5-14 years,Malta,4306192436.0,27949,941.2,male,0.0,0,2000
8386,55-74 years,Malta,4331870648.0,32328,962.0,male,21.65,7,2001
8387,35-54 years,Malta,4331870648.0,58158,962.0,male,15.48,9,2001
8388,15-24 years,Malta,4331870648.0,30318,962.0,male,13.19,4,2001
8389,25-34 years,Malta,4331870648.0,26449,962.0,male,11.34,3,2001
8390,75+ years,Malta,4331870648.0,12003,962.0,female,8.33,1,2001
8391,35-54 years,Malta,4331870648.0,57647,962.0,female,5.2,3,2001
8392,25-34 years,Malta,4331870648.0,25332,962.0,female,3.95,1,2001
8393,15-24 years,Malta,4331870648.0,28539,962.0,female,3.5,1,2001
8394,55-74 years,Malta,4331870648.0,37731,962.0,female,2.65,1,2001
8395,5-14 years,Malta,4331870648.0,26275,962.0,female,0.0,0,2001
8396,5-14 years,Malta,4331870648.0,27860,962.0,male,0.0,0,2001
8397,75+ years,Malta,4331870648.0,7901,962.0,male,0.0,0,2001
8398,25-34 years,Malta,4689832690.0,27382,1032.7,male,10.96,3,2002
8399,55-74 years,Malta,4689832690.0,33995,1032.7,male,8.82,3,2002
8400,35-54 years,Malta,4689832690.0,57735,1032.7,male,8.66,5,2002
8401,75+ years,Malta,4689832690.0,12453,1032.7,female,8.03,1,2002
8402,25-34 years,Malta,4689832690.0,26071,1032.7,female,7.67,2,2002
8403,55-74 years,Malta,4689832690.0,39275,1032.7,female,7.64,3,2002
8404,35-54 years,Malta,4689832690.0,57093,1032.7,female,3.5,2,2002
8405,15-24 years,Malta,4689832690.0,28419,1032.7,female,0.0,0,2002
8406,5-14 years,Malta,4689832690.0,26052,1032.7,female,0.0,0,2002
8407,15-24 years,Malta,4689832690.0,30264,1032.7,male,0.0,0,2002
8408,5-14 years,Malta,4689832690.0,27603,1032.7,male,0.0,0,2002
8409,75+ years,Malta,4689832690.0,8114,1032.7,male,0.0,0,2002
8410,75+ years,Malta,5456583589.0,8244,1294.0,male,24.26,2,2003
8411,25-34 years,Malta,5456583589.0,28256,1294.0,male,21.23,6,2003
8412,55-74 years,Malta,5456583589.0,35758,1294.0,male,11.19,4,2003
8413,35-54 years,Malta,5456583589.0,57171,1294.0,male,7.0,4,2003
8414,25-34 years,Malta,5456583589.0,26726,1294.0,female,3.74,1,2003
8415,15-24 years,Malta,5456583589.0,30207,1294.0,male,3.31,1,2003
8416,55-74 years,Malta,5456583589.0,40926,1294.0,female,2.44,1,2003
8417,35-54 years,Malta,5456583589.0,56431,1294.0,female,1.77,1,2003
8418,15-24 years,Malta,5456583589.0,28425,1294.0,female,0.0,0,2003
8419,5-14 years,Malta,5456583589.0,25606,1294.0,female,0.0,0,2003
8420,75+ years,Malta,5456583589.0,12812,1294.0,female,0.0,0,2003
8421,5-14 years,Malta,5456583589.0,27223,1294.0,male,0.0,0,2003
8422,75+ years,Malta,6062780269.0,8419,1445.3,male,23.76,2,2004
8423,75+ years,Malta,6062780269.0,13109,1445.3,female,15.26,2,2004
8424,55-74 years,Malta,6062780269.0,37496,1445.3,male,10.67,4,2004
8425,35-54 years,Malta,6062780269.0,56670,1445.3,male,10.59,6,2004
8426,35-54 years,Malta,6062780269.0,55890,1445.3,female,7.16,4,2004
8427,15-24 years,Malta,6062780269.0,28457,1445.3,female,7.03,2,2004
8428,15-24 years,Malta,6062780269.0,30133,1445.3,male,6.64,2,2004
8429,55-74 years,Malta,6062780269.0,42492,1445.3,female,4.71,2,2004
8430,25-34 years,Malta,6062780269.0,27498,1445.3,female,0.0,0,2004
8431,5-14 years,Malta,6062780269.0,25007,1445.3,female,0.0,0,2004
8432,25-34 years,Malta,6062780269.0,29132,1445.3,male,0.0,0,2004
8433,5-14 years,Malta,6062780269.0,26615,1445.3,male,0.0,0,2004
8434,75+ years,Malta,6394851387.0,8723,1485.7,male,34.39,3,2005
8435,35-54 years,Malta,6394851387.0,56364,1485.7,male,14.19,8,2005
8436,55-74 years,Malta,6394851387.0,39592,1485.7,male,10.1,4,2005
8437,35-54 years,Malta,6394851387.0,55449,1485.7,female,3.61,2,2005
8438,25-34 years,Malta,6394851387.0,29584,1485.7,male,3.38,1,2005
8439,55-74 years,Malta,6394851387.0,44074,1485.7,female,2.27,1,2005
8440,15-24 years,Malta,6394851387.0,28404,1485.7,female,0.0,0,2005
8441,25-34 years,Malta,6394851387.0,27895,1485.7,female,0.0,0,2005
8442,5-14 years,Malta,6394851387.0,24481,1485.7,female,0.0,0,2005
8443,75+ years,Malta,6394851387.0,13684,1485.7,female,0.0,0,2005
8444,15-24 years,Malta,6394851387.0,29930,1485.7,male,0.0,0,2005
8445,5-14 years,Malta,6394851387.0,25931,1485.7,male,0.0,0,2005
8446,75+ years,Malta,6757119558.0,9015,1558.6,male,33.28,3,2006
8447,35-54 years,Malta,6757119558.0,56268,1558.6,male,14.22,8,2006
8448,15-24 years,Malta,6757119558.0,29634,1558.6,male,10.12,3,2006
8449,25-34 years,Malta,6757119558.0,29744,1558.6,male,10.09,3,2006
8450,55-74 years,Malta,6757119558.0,41468,1558.6,male,9.65,4,2006
8451,35-54 years,Malta,6757119558.0,55069,1558.6,female,5.45,3,2006
8452,55-74 years,Malta,6757119558.0,45421,1558.6,female,4.4,2,2006
8453,15-24 years,Malta,6757119558.0,28188,1558.6,female,0.0,0,2006
8454,25-34 years,Malta,6757119558.0,27929,1558.6,female,0.0,0,2006
8455,5-14 years,Malta,6757119558.0,23826,1558.6,female,0.0,0,2006
8456,75+ years,Malta,6757119558.0,14319,1558.6,female,0.0,0,2006
8457,5-14 years,Malta,6757119558.0,25157,1558.6,male,0.0,0,2006
8458,35-54 years,Malta,7880509171.0,56285,1752.0,male,21.32,12,2007
8459,25-34 years,Malta,7880509171.0,30315,1752.0,male,16.49,5,2007
8460,55-74 years,Malta,7880509171.0,42777,1752.0,male,11.69,5,2007
8461,75+ years,Malta,7880509171.0,9256,1752.0,male,10.8,1,2007
8462,15-24 years,Malta,7880509171.0,29328,1752.0,male,6.82,2,2007
8463,75+ years,Malta,7880509171.0,14886,1752.0,female,6.72,1,2007
8464,15-24 years,Malta,7880509171.0,27895,1752.0,female,0.0,0,2007
8465,25-34 years,Malta,7880509171.0,28335,1752.0,female,0.0,0,2007
8466,35-54 years,Malta,7880509171.0,54855,1752.0,female,0.0,0,2007
8467,5-14 years,Malta,7880509171.0,22938,1752.0,female,0.0,0,2007
8468,55-74 years,Malta,7880509171.0,46412,1752.0,female,0.0,0,2007
8469,5-14 years,Malta,7880509171.0,24299,1752.0,male,0.0,0,2007
8470,75+ years,Malta,8977149553.0,9566,1923.7,male,10.45,1,2008
8471,55-74 years,Malta,8977149553.0,44053,1923.7,male,9.08,4,2008
8472,35-54 years,Malta,8977149553.0,56340,1923.7,male,8.87,5,2008
8473,35-54 years,Malta,8977149553.0,54846,1923.7,female,3.65,2,2008
8474,15-24 years,Malta,8977149553.0,29288,1923.7,male,3.41,1,2008
8475,25-34 years,Malta,8977149553.0,31016,1923.7,male,3.22,1,2008
8476,15-24 years,Malta,8977149553.0,27700,1923.7,female,0.0,0,2008
8477,25-34 years,Malta,8977149553.0,28817,1923.7,female,0.0,0,2008
8478,5-14 years,Malta,8977149553.0,22214,1923.7,female,0.0,0,2008
8479,55-74 years,Malta,8977149553.0,47402,1923.7,female,0.0,0,2008
8480,75+ years,Malta,8977149553.0,15479,1923.7,female,0.0,0,2008
8481,5-14 years,Malta,8977149553.0,23474,1923.7,male,0.0,0,2008
8566,15-24 years,Montenegro,984297589.0,48660,306.6,female,0.0,0,2000
8567,25-34 years,Montenegro,984297589.0,43578,306.6,female,0.0,0,2000
8568,35-54 years,Montenegro,984297589.0,86210,306.6,female,0.0,0,2000
8569,5-14 years,Montenegro,984297589.0,43461,306.6,female,0.0,0,2000
8570,55-74 years,Montenegro,984297589.0,58144,306.6,female,0.0,0,2000
8571,75+ years,Montenegro,984297589.0,14322,306.6,female,0.0,0,2000
8572,15-24 years,Montenegro,984297589.0,50621,306.6,male,0.0,0,2000
8573,25-34 years,Montenegro,984297589.0,43146,306.6,male,0.0,0,2000
8574,35-54 years,Montenegro,984297589.0,85940,306.6,male,0.0,0,2000
8575,5-14 years,Montenegro,984297589.0,46337,306.6,male,0.0,0,2000
8576,55-74 years,Montenegro,984297589.0,49448,306.6,male,0.0,0,2000
8577,75+ years,Montenegro,984297589.0,8801,306.6,male,0.0,0,2000
8578,15-24 years,Montenegro,1159869246.0,48660,306.6,female,0.0,0,2001
8579,25-34 years,Montenegro,1159869246.0,43578,306.6,female,0.0,0,2001
8580,35-54 years,Montenegro,1159869246.0,86210,306.6,female,0.0,0,2001
8581,5-14 years,Montenegro,1159869246.0,43461,306.6,female,0.0,0,2001
8582,55-74 years,Montenegro,1159869246.0,58144,306.6,female,0.0,0,2001
8583,75+ years,Montenegro,1159869246.0,14322,306.6,female,0.0,0,2001
8584,15-24 years,Montenegro,1159869246.0,50621,306.6,male,0.0,0,2001
8585,25-34 years,Montenegro,1159869246.0,43146,306.6,male,0.0,0,2001
8586,35-54 years,Montenegro,1159869246.0,85940,306.6,male,0.0,0,2001
8587,5-14 years,Montenegro,1159869246.0,46337,306.6,male,0.0,0,2001
8588,55-74 years,Montenegro,1159869246.0,49448,306.6,male,0.0,0,2001
8589,75+ years,Montenegro,1159869246.0,8801,306.6,male,0.0,0,2001
8590,15-24 years,Montenegro,1284685051.0,48660,306.6,female,0.0,0,2002
8591,25-34 years,Montenegro,1284685051.0,43578,306.6,female,0.0,0,2002
8592,35-54 years,Montenegro,1284685051.0,86210,306.6,female,0.0,0,2002
8593,5-14 years,Montenegro,1284685051.0,43461,306.6,female,0.0,0,2002
8594,55-74 years,Montenegro,1284685051.0,58144,306.6,female,0.0,0,2002
8595,75+ years,Montenegro,1284685051.0,14322,306.6,female,0.0,0,2002
8596,15-24 years,Montenegro,1284685051.0,50621,306.6,male,0.0,0,2002
8597,25-34 years,Montenegro,1284685051.0,43146,306.6,male,0.0,0,2002
8598,35-54 years,Montenegro,1284685051.0,85940,306.6,male,0.0,0,2002
8599,5-14 years,Montenegro,1284685051.0,46337,306.6,male,0.0,0,2002
8600,55-74 years,Montenegro,1284685051.0,49448,306.6,male,0.0,0,2002
8601,75+ years,Montenegro,1284685051.0,8801,306.6,male,0.0,0,2002
8602,15-24 years,Montenegro,1707710053.0,48662,306.6,female,0.0,0,2003
8603,25-34 years,Montenegro,1707710053.0,43857,306.6,female,0.0,0,2003
8604,35-54 years,Montenegro,1707710053.0,86276,306.6,female,0.0,0,2003
8605,5-14 years,Montenegro,1707710053.0,43122,306.6,female,0.0,0,2003
8606,55-74 years,Montenegro,1707710053.0,58393,306.6,female,0.0,0,2003
8607,75+ years,Montenegro,1707710053.0,14696,306.6,female,0.0,0,2003
8608,15-24 years,Montenegro,1707710053.0,50688,306.6,male,0.0,0,2003
8609,25-34 years,Montenegro,1707710053.0,43303,306.6,male,0.0,0,2003
8610,35-54 years,Montenegro,1707710053.0,86015,306.6,male,0.0,0,2003
8611,5-14 years,Montenegro,1707710053.0,46019,306.6,male,0.0,0,2003
8612,55-74 years,Montenegro,1707710053.0,49464,306.6,male,0.0,0,2003
8613,75+ years,Montenegro,1707710053.0,9193,306.6,male,0.0,0,2003
8614,15-24 years,Montenegro,2073234418.0,48581,376.7,female,0.0,0,2004
8615,25-34 years,Montenegro,2073234418.0,44333,376.7,female,0.0,0,2004
8616,35-54 years,Montenegro,2073234418.0,86342,376.7,female,0.0,0,2004
8617,5-14 years,Montenegro,2073234418.0,42415,376.7,female,0.0,0,2004
8618,55-74 years,Montenegro,2073234418.0,59168,376.7,female,0.0,0,2004
8619,75+ years,Montenegro,2073234418.0,15351,376.7,female,0.0,0,2004
8620,15-24 years,Montenegro,2073234418.0,50659,376.7,male,0.0,0,2004
8621,25-34 years,Montenegro,2073234418.0,43672,376.7,male,0.0,0,2004
8622,35-54 years,Montenegro,2073234418.0,86065,376.7,male,0.0,0,2004
8623,5-14 years,Montenegro,2073234418.0,45411,376.7,male,0.0,0,2004
8624,55-74 years,Montenegro,2073234418.0,49788,376.7,male,0.0,0,2004
8625,75+ years,Montenegro,2073234418.0,9838,376.7,male,0.0,0,2004
8626,75+ years,Montenegro,2257174481.0,10389,406.2,male,57.75,6,2005
8627,55-74 years,Montenegro,2257174481.0,50541,406.2,male,57.38,29,2005
8628,75+ years,Montenegro,2257174481.0,16010,406.2,female,37.48,6,2005
8629,25-34 years,Montenegro,2257174481.0,44188,406.2,male,36.21,16,2005
8630,35-54 years,Montenegro,2257174481.0,85719,406.2,male,33.83,29,2005
8631,55-74 years,Montenegro,2257174481.0,60185,406.2,female,26.58,16,2005
8632,35-54 years,Montenegro,2257174481.0,86115,406.2,female,10.45,9,2005
8633,25-34 years,Montenegro,2257174481.0,44869,406.2,female,6.69,3,2005
8634,15-24 years,Montenegro,2257174481.0,48228,406.2,female,4.15,2,2005
8635,15-24 years,Montenegro,2257174481.0,50447,406.2,male,3.96,2,2005
8636,5-14 years,Montenegro,2257174481.0,41763,406.2,female,0.0,0,2005
8637,5-14 years,Montenegro,2257174481.0,44778,406.2,male,0.0,0,2005
8638,15-24 years,Montenegro,2721904403.0,47824,543.7,female,0.0,0,2006
8639,25-34 years,Montenegro,2721904403.0,45421,543.7,female,0.0,0,2006
8640,35-54 years,Montenegro,2721904403.0,86005,543.7,female,0.0,0,2006
8641,5-14 years,Montenegro,2721904403.0,41138,543.7,female,0.0,0,2006
8642,55-74 years,Montenegro,2721904403.0,61112,543.7,female,0.0,0,2006
8643,75+ years,Montenegro,2721904403.0,16606,543.7,female,0.0,0,2006
8644,15-24 years,Montenegro,2721904403.0,50183,543.7,male,0.0,0,2006
8645,25-34 years,Montenegro,2721904403.0,44741,543.7,male,0.0,0,2006
8646,35-54 years,Montenegro,2721904403.0,85461,543.7,male,0.0,0,2006
8647,5-14 years,Montenegro,2721904403.0,44115,543.7,male,0.0,0,2006
8648,55-74 years,Montenegro,2721904403.0,51354,543.7,male,0.0,0,2006
8649,75+ years,Montenegro,2721904403.0,10925,543.7,male,0.0,0,2006
8650,75+ years,Montenegro,3680710375.0,11416,681.1,male,131.39,15,2007
8651,55-74 years,Montenegro,3680710375.0,52283,681.1,male,55.47,29,2007
8652,75+ years,Montenegro,3680710375.0,17124,681.1,female,40.88,7,2007
8653,35-54 years,Montenegro,3680710375.0,85387,681.1,male,31.62,27,2007
8654,25-34 years,Montenegro,3680710375.0,45516,681.1,male,26.36,12,2007
8655,55-74 years,Montenegro,3680710375.0,61941,681.1,female,19.37,12,2007
8656,35-54 years,Montenegro,3680710375.0,86182,681.1,female,11.6,10,2007
8657,15-24 years,Montenegro,3680710375.0,49885,681.1,male,10.02,5,2007
8658,25-34 years,Montenegro,3680710375.0,46000,681.1,female,6.52,3,2007
8659,5-14 years,Montenegro,3680710375.0,43529,681.1,male,2.3,1,2007
8660,15-24 years,Montenegro,3680710375.0,47411,681.1,female,0.0,0,2007
8661,5-14 years,Montenegro,3680710375.0,40570,681.1,female,0.0,0,2007
8662,75+ years,Montenegro,4545674528.0,11937,895.7,male,75.4,9,2008
8663,55-74 years,Montenegro,4545674528.0,53422,895.7,male,56.16,30,2008
8664,75+ years,Montenegro,4545674528.0,17836,895.7,female,56.07,10,2008
8665,35-54 years,Montenegro,4545674528.0,85049,895.7,male,25.87,22,2008
8666,55-74 years,Montenegro,4545674528.0,62838,895.7,female,23.87,15,2008
8667,25-34 years,Montenegro,4545674528.0,46505,895.7,male,19.35,9,2008
8668,35-54 years,Montenegro,4545674528.0,86228,895.7,female,17.4,15,2008
8669,15-24 years,Montenegro,4545674528.0,49423,895.7,male,14.16,7,2008
8670,25-34 years,Montenegro,4545674528.0,46653,895.7,female,10.72,5,2008
8671,5-14 years,Montenegro,4545674528.0,43139,895.7,male,6.95,3,2008
8672,15-24 years,Montenegro,4545674528.0,46646,895.7,female,2.14,1,2008
8673,5-14 years,Montenegro,4545674528.0,40277,895.7,female,0.0,0,2008
8746,75+ years,Netherlands,314000000000.0,279100,2584.8,male,34.04,95,1990
8747,25-34 years,Netherlands,314000000000.0,1287400,2584.8,male,15.85,204,1990
8748,55-74 years,Netherlands,314000000000.0,1167900,2584.8,male,15.84,185,1990
8749,35-54 years,Netherlands,314000000000.0,2065400,2584.8,male,15.59,322,1990
8750,75+ years,Netherlands,314000000000.0,535700,2584.8,female,14.93,80,1990
8751,55-74 years,Netherlands,314000000000.0,1338000,2584.8,female,10.84,145,1990
8752,35-54 years,Netherlands,314000000000.0,1976000,2584.8,female,9.31,184,1990
8753,15-24 years,Netherlands,314000000000.0,1195500,2584.8,male,8.2,98,1990
8754,25-34 years,Netherlands,314000000000.0,1232600,2584.8,female,7.22,89,1990
8755,15-24 years,Netherlands,314000000000.0,1147300,2584.8,female,3.57,41,1990
8756,5-14 years,Netherlands,314000000000.0,915200,2584.8,male,0.55,5,1990
8757,5-14 years,Netherlands,314000000000.0,874200,2584.8,female,0.23,2,1990
8758,75+ years,Netherlands,323000000000.0,282200,2625.0,male,42.17,119,1991
8759,55-74 years,Netherlands,323000000000.0,1181700,2625.0,male,19.04,225,1991
8760,35-54 years,Netherlands,323000000000.0,2106700,2625.0,male,17.75,374,1991
8761,25-34 years,Netherlands,323000000000.0,1305600,2625.0,male,15.17,198,1991
8762,55-74 years,Netherlands,323000000000.0,1346300,2625.0,female,13.3,179,1991
8763,75+ years,Netherlands,323000000000.0,544800,2625.0,female,11.38,62,1991
8764,15-24 years,Netherlands,323000000000.0,1167200,2625.0,male,9.77,114,1991
8765,35-54 years,Netherlands,323000000000.0,2017700,2625.0,female,9.42,190,1991
8766,25-34 years,Netherlands,323000000000.0,1245900,2625.0,female,8.59,107,1991
8767,15-24 years,Netherlands,323000000000.0,1119900,2625.0,female,3.57,40,1991
8768,5-14 years,Netherlands,323000000000.0,918500,2625.0,male,0.33,3,1991
8769,5-14 years,Netherlands,323000000000.0,878300,2625.0,female,0.0,0,1991
8770,75+ years,Netherlands,358000000000.0,285300,2849.3,male,37.15,106,1992
8771,55-74 years,Netherlands,358000000000.0,1196700,2849.3,male,20.22,242,1992
8772,35-54 years,Netherlands,358000000000.0,2149600,2849.3,male,17.72,381,1992
8773,25-34 years,Netherlands,358000000000.0,1318100,2849.3,male,15.78,208,1992
8774,75+ years,Netherlands,358000000000.0,552700,2849.3,female,12.3,68,1992
8775,35-54 years,Netherlands,358000000000.0,2061000,2849.3,female,10.38,214,1992
8776,55-74 years,Netherlands,358000000000.0,1355000,2849.3,female,10.11,137,1992
8777,15-24 years,Netherlands,358000000000.0,1138000,2849.3,male,9.05,103,1992
8778,25-34 years,Netherlands,358000000000.0,1256200,2849.3,female,6.69,84,1992
8779,15-24 years,Netherlands,358000000000.0,1093300,2849.3,female,3.75,41,1992
8780,5-14 years,Netherlands,358000000000.0,885700,2849.3,female,0.23,2,1992
8781,5-14 years,Netherlands,358000000000.0,925300,2849.3,male,0.11,1,1992
8782,75+ years,Netherlands,349000000000.0,287400,2671.4,male,29.92,86,1993
8783,55-74 years,Netherlands,349000000000.0,1213500,2671.4,male,19.7,239,1993
8784,35-54 years,Netherlands,349000000000.0,2191300,2671.4,male,16.47,361,1993
8785,25-34 years,Netherlands,349000000000.0,1327900,2671.4,male,16.27,216,1993
8786,75+ years,Netherlands,349000000000.0,558500,2671.4,female,12.53,70,1993
8787,15-24 years,Netherlands,349000000000.0,1107600,2671.4,male,10.38,115,1993
8788,55-74 years,Netherlands,349000000000.0,1366000,2671.4,female,10.32,141,1993
8789,35-54 years,Netherlands,349000000000.0,2103800,2671.4,female,9.27,195,1993
8790,25-34 years,Netherlands,349000000000.0,1265300,2671.4,female,7.11,90,1993
8791,15-24 years,Netherlands,349000000000.0,1065900,2671.4,female,3.47,37,1993
8792,5-14 years,Netherlands,349000000000.0,933300,2671.4,male,0.32,3,1993
8793,5-14 years,Netherlands,349000000000.0,893100,2671.4,female,0.22,2,1993
8794,75+ years,Netherlands,374000000000.0,289300,2802.9,male,33.87,98,1994
8795,55-74 years,Netherlands,374000000000.0,1232600,2802.9,male,20.61,254,1994
8796,35-54 years,Netherlands,374000000000.0,2231800,2802.9,male,18.59,415,1994
8797,25-34 years,Netherlands,374000000000.0,1335500,2802.9,male,16.17,216,1994
8798,75+ years,Netherlands,374000000000.0,563200,2802.9,female,9.41,53,1994
8799,35-54 years,Netherlands,374000000000.0,2145300,2802.9,female,9.23,198,1994
8800,15-24 years,Netherlands,374000000000.0,1072500,2802.9,male,9.14,98,1994
8801,55-74 years,Netherlands,374000000000.0,1379300,2802.9,female,8.85,122,1994
8802,25-34 years,Netherlands,374000000000.0,1273100,2802.9,female,6.6,84,1994
8803,15-24 years,Netherlands,374000000000.0,1033300,2802.9,female,4.06,42,1994
8804,5-14 years,Netherlands,374000000000.0,941100,2802.9,male,0.32,3,1994
8805,5-14 years,Netherlands,374000000000.0,900700,2802.9,female,0.11,1,1994
8806,75+ years,Netherlands,447000000000.0,295400,3085.8,male,25.73,76,1995
8807,55-74 years,Netherlands,447000000000.0,1249500,3085.8,male,18.09,226,1995
8808,35-54 years,Netherlands,447000000000.0,2270500,3085.8,male,17.79,404,1995
8809,25-34 years,Netherlands,447000000000.0,1339800,3085.8,male,14.48,194,1995
8810,75+ years,Netherlands,447000000000.0,573300,3085.8,female,9.94,57,1995
8811,15-24 years,Netherlands,447000000000.0,1036300,3085.8,male,9.17,95,1995
8812,55-74 years,Netherlands,447000000000.0,1388600,3085.8,female,9.15,127,1995
